,EIN_YEAR,Organization Name,EIN,Tax Year,Tax End Date,Location (Zipcode),Federate Campaigns,Membership Dues,Fundraising Events,Related Organizations,Government Grants,All Other Contributions,Noncash Contributions,Total,Philanthropic_Total
849,,,,,09-30-2017,,,,,,,,,,93.33333333333333
927,,,,,09-30-2017,,,,,,,,,,113320.66666666667
969,,,,,09-30-2017,,,,,,,,,,31734.75
1029,,,,,09-30-2017,,,,,,,,,,10516.166666666666
1097,,,,,09-30-2017,,,,,,,,,,45063.583333333336
1143,,,,,09-30-2017,,,,,,,,,,18769.583333333332
1221,,,,,09-30-2017,,,,,,,,,,61779.666666666664
1413,,,,,09-30-2017,,,,,,,,,,13259.083333333334
1503,,,,,09-30-2017,,,,,,,,,,6593.333333333333
1611,,,,,09-30-2017,,,,,,,,,,1255500.0
1719,,,,,09-30-2017,,,,,,,,,,158428.08333333334
1821,,,,,09-30-2017,,,,,,,,,,11293.833333333334
2013,,,,,09-30-2017,,,,,,,,,,70440.58333333333
2127,,,,,09-30-2017,,,,,,,,,,108433.33333333333
2211,,,,,09-30-2017,,,,,,,,,,44928.583333333336
2289,,,,,09-30-2017,,,,,,,,,,22983.0
2391,,,,,09-30-2017,,,,,,,,,,146154.25
2499,,,,,09-30-2017,,,,,,,,,,23918.166666666668
2595,,,,,09-30-2017,,,,,,,,,,681136.25
2703,,,,,09-30-2017,,,,,,,,,,22433.416666666668
2805,,,,,09-30-2017,,,,,,,,,,45.833333333333336
2955,,,,,09-30-2017,,,,,,,,,,489.0833333333333
3063,,,,,09-30-2017,,,,,,,,,,7406.5
3243,,,,,09-30-2017,,,,,,,,,,0.0
3459,,,,,09-30-2017,,,,,,,,,,186384.33333333334
3567,,,,,09-30-2017,,,,,,,,,,384451.0833333333
3675,,,,,09-30-2017,,,,,,,,,,153349.08333333334
3771,,,,,09-30-2017,,,,,,,,,,57808.916666666664
3867,,,,,09-30-2017,,,,,,,,,,61572.916666666664
3957,,,,,09-30-2017,,,,,,,,,,63607.75
4083,,,,,09-30-2017,,,,,,,,,,22993.25
4239,,,,,09-30-2017,,,,,,,,,,61072.0
4371,,,,,09-30-2017,,,,,,,,,,712445.8333333334
4479,,,,,09-30-2017,,,,,,,,,,325217.0
4683,,,,,09-30-2017,,,,,,,,,,19129.25
4785,,,,,09-30-2017,,,,,,,,,,192175.5
4917,,,,,09-30-2017,,,,,,,,,,49156.25
5025,,,,,09-30-2017,,,,,,,,,,21041.666666666668
5145,,,,,09-30-2017,,,,,,,,,,135372.33333333334
5253,,,,,09-30-2017,,,,,,,,,,63194.333333333336
5367,,,,,09-30-2017,,,,,,,,,,702527.1666666666
5481,,,,,09-30-2017,,,,,,,,,,1120.8333333333333
5721,,,,,09-30-2017,,,,,,,,,,1582.0
5835,,,,,09-30-2017,,,,,,,,,,83782.83333333333
5937,,,,,09-30-2017,,,,,,,,,,129138.66666666667
6051,,,,,09-30-2017,,,,,,,,,,3685.0
6147,,,,,09-30-2017,,,,,,,,,,87030.33333333333
6243,,,,,09-30-2017,,,,,,,,,,32760.75
6399,,,,,09-30-2017,,,,,,,,,,47252.166666666664
6543,,,,,09-30-2017,,,,,,,,,,70274.41666666667
6651,,,,,09-30-2017,,,,,,,,,,10561.25
6711,,,,,09-30-2017,,,,,,,,,,592.4166666666666
6843,,,,,09-30-2017,,,,,,,,,,811698.0
6945,,,,,09-30-2017,,,,,,,,,,14362.5
7056,,,,,09-30-2017,,,,,,,,,,275105.1666666667
7263,,,,,09-30-2017,,,,,,,,,,398867.6666666667
7359,,,,,09-30-2017,,,,,,,,,,747872.9166666666
7461,,,,,09-30-2017,,,,,,,,,,128070.75
7563,,,,,09-30-2017,,,,,,,,,,3769.4166666666665
7660,,,,,09-30-2017,,,,,,,,,,26324.75
7755,,,,,09-30-2017,,,,,,,,,,45739.083333333336
7863,,,,,09-30-2017,,,,,,,,,,559827.1666666666
7983,,,,,09-30-2017,,,,,,,,,,3458390.1666666665
675,,,,,09-30-2016,,,,,,,,,,28543.75
735,,,,,09-30-2016,,,,,,,,,,108408.58333333333
777,,,,,09-30-2016,,,,,,,,,,240646.5
837,,,,,09-30-2016,,,,,,,,,,101.0
885,,,,,09-30-2016,,,,,,,,,,0.0
957,,,,,09-30-2016,,,,,,,,,,11874.25
999,,,,,09-30-2016,,,,,,,,,,233.33333333333334
1017,,,,,09-30-2016,,,,,,,,,,8595.666666666666
1085,,,,,09-30-2016,,,,,,,,,,283561.3333333333
1131,,,,,09-30-2016,,,,,,,,,,28329.0
1191,,,,,09-30-2016,,,,,,,,,,127990.58333333333
1209,,,,,09-30-2016,,,,,,,,,,22899.333333333332
1425,,,,,09-30-2016,,,,,,,,,,19680.916666666668
1515,,,,,09-30-2016,,,,,,,,,,6552.333333333333
1623,,,,,09-30-2016,,,,,,,,,,1399750.0
1731,,,,,09-30-2016,,,,,,,,,,102254.75
1833,,,,,09-30-2016,,,,,,,,,,11622.5
2025,,,,,09-30-2016,,,,,,,,,,80997.75
2223,,,,,09-30-2016,,,,,,,,,,24007.666666666668
2301,,,,,09-30-2016,,,,,,,,,,11518.916666666666
2403,,,,,09-30-2016,,,,,,,,,,298853.25
2511,,,,,09-30-2016,,,,,,,,,,22442.5
2607,,,,,09-30-2016,,,,,,,,,,485482.6666666667
2715,,,,,09-30-2016,,,,,,,,,,6340.833333333333
2967,,,,,09-30-2016,,,,,,,,,,866.0833333333334
3075,,,,,09-30-2016,,,,,,,,,,9666.666666666666
3147,,,,,09-30-2016,,,,,,,,,,91221.5
3471,,,,,09-30-2016,,,,,,,,,,173517.33333333334
3579,,,,,09-30-2016,,,,,,,,,,167180.58333333334
3783,,,,,09-30-2016,,,,,,,,,,55844.083333333336
3879,,,,,09-30-2016,,,,,,,,,,5990.916666666667
3969,,,,,09-30-2016,,,,,,,,,,111611.33333333333
4095,,,,,09-30-2016,,,,,,,,,,12780.25
4251,,,,,09-30-2016,,,,,,,,,,62689.833333333336
4383,,,,,09-30-2016,,,,,,,,,,431675.0833333333
4491,,,,,09-30-2016,,,,,,,,,,343335.75
4695,,,,,09-30-2016,,,,,,,,,,17123.083333333332
4797,,,,,09-30-2016,,,,,,,,,,168362.58333333334
4929,,,,,09-30-2016,,,,,,,,,,30658.75
5037,,,,,09-30-2016,,,,,,,,,,36133.333333333336
5157,,,,,09-30-2016,,,,,,,,,,202058.66666666666
5265,,,,,09-30-2016,,,,,,,,,,56690.5
5379,,,,,09-30-2016,,,,,,,,,,1081458.9166666667
5493,,,,,09-30-2016,,,,,,,,,,1227.6666666666667
5733,,,,,09-30-2016,,,,,,,,,,1189.5
5847,,,,,09-30-2016,,,,,,,,,,77348.5
5949,,,,,09-30-2016,,,,,,,,,,57671.166666666664
6063,,,,,09-30-2016,,,,,,,,,,13826.416666666666
6159,,,,,09-30-2016,,,,,,,,,,152861.33333333334
6411,,,,,09-30-2016,,,,,,,,,,41409.916666666664
6555,,,,,09-30-2016,,,,,,,,,,33598.416666666664
6855,,,,,09-30-2016,,,,,,,,,,705129.4166666666
6957,,,,,09-30-2016,,,,,,,,,,8339.333333333334
7068,,,,,09-30-2016,,,,,,,,,,238394.16666666666
7275,,,,,09-30-2016,,,,,,,,,,342157.8333333333
7371,,,,,09-30-2016,,,,,,,,,,514898.75
7473,,,,,09-30-2016,,,,,,,,,,154865.83333333334
7575,,,,,09-30-2016,,,,,,,,,,3026.6666666666665
7672,,,,,09-30-2016,,,,,,,,,,40590.666666666664
7767,,,,,09-30-2016,,,,,,,,,,100858.25
7875,,,,,09-30-2016,,,,,,,,,,698280.25
7995,,,,,09-30-2016,,,,,,,,,,3214162.0
651,,,,,09-30-2015,,,,,,,,,,5400.166666666667
663,,,,,09-30-2015,,,,,,,,,,22772.083333333332
723,,,,,09-30-2015,,,,,,,,,,89696.66666666667
765,,,,,09-30-2015,,,,,,,,,,182445.33333333334
825,,,,,09-30-2015,,,,,,,,,,37.833333333333336
915,,,,,09-30-2015,,,,,,,,,,132533.0
987,,,,,09-30-2015,,,,,,,,,,163.08333333333334
1073,,,,,09-30-2015,,,,,,,,,,265965.6666666667
1119,,,,,09-30-2015,,,,,,,,,,47778.083333333336
1179,,,,,09-30-2015,,,,,,,,,,143921.08333333334
1197,,,,,09-30-2015,,,,,,,,,,38924.333333333336
1263,,,,,09-30-2015,,,,,,,,,,145532.91666666666
1437,,,,,09-30-2015,,,,,,,,,,9751.5
1527,,,,,09-30-2015,,,,,,,,,,23485.416666666668
1635,,,,,09-30-2015,,,,,,,,,,1316916.6666666667
1743,,,,,09-30-2015,,,,,,,,,,108248.25
1845,,,,,09-30-2015,,,,,,,,,,8615.666666666666
2037,,,,,09-30-2015,,,,,,,,,,47671.166666666664
2151,,,,,09-30-2015,,,,,,,,,,107.08333333333333
2415,,,,,09-30-2015,,,,,,,,,,213434.5
2523,,,,,09-30-2015,,,,,,,,,,13018.833333333334
2619,,,,,09-30-2015,,,,,,,,,,798910.8333333334
2727,,,,,09-30-2015,,,,,,,,,,15688.0
2829,,,,,09-30-2015,,,,,,,,,,0.0
2979,,,,,09-30-2015,,,,,,,,,,1033.9166666666667
3087,,,,,09-30-2015,,,,,,,,,,6635.0
3159,,,,,09-30-2015,,,,,,,,,,79697.25
3483,,,,,09-30-2015,,,,,,,,,,261149.16666666666
3591,,,,,09-30-2015,,,,,,,,,,178294.66666666666
3795,,,,,09-30-2015,,,,,,,,,,45580.75
3891,,,,,09-30-2015,,,,,,,,,,3944.1666666666665
3981,,,,,09-30-2015,,,,,,,,,,34371.75
4107,,,,,09-30-2015,,,,,,,,,,22825.25
4263,,,,,09-30-2015,,,,,,,,,,64438.5
4395,,,,,09-30-2015,,,,,,,,,,489148.25
4503,,,,,09-30-2015,,,,,,,,,,427303.25
4707,,,,,09-30-2015,,,,,,,,,,11915.583333333334
4809,,,,,09-30-2015,,,,,,,,,,87629.66666666667
4941,,,,,09-30-2015,,,,,,,,,,30332.333333333332
5049,,,,,09-30-2015,,,,,,,,,,16921.416666666668
5169,,,,,09-30-2015,,,,,,,,,,103028.5
5277,,,,,09-30-2015,,,,,,,,,,112969.75
5391,,,,,09-30-2015,,,,,,,,,,1174293.25
5505,,,,,09-30-2015,,,,,,,,,,1262.1666666666667
5745,,,,,09-30-2015,,,,,,,,,,1356.4166666666667
5859,,,,,09-30-2015,,,,,,,,,,69583.91666666667
5961,,,,,09-30-2015,,,,,,,,,,52771.416666666664
6075,,,,,09-30-2015,,,,,,,,,,3157.9166666666665
6171,,,,,09-30-2015,,,,,,,,,,186841.25
6423,,,,,09-30-2015,,,,,,,,,,33607.416666666664
6567,,,,,09-30-2015,,,,,,,,,,32609.083333333332
6867,,,,,09-30-2015,,,,,,,,,,584180.8333333334
6969,,,,,09-30-2015,,,,,,,,,,14758.25
7080,,,,,09-30-2015,,,,,,,,,,228867.25
7287,,,,,09-30-2015,,,,,,,,,,215749.75
7383,,,,,09-30-2015,,,,,,,,,,201496.75
7485,,,,,09-30-2015,,,,,,,,,,156768.83333333334
7587,,,,,09-30-2015,,,,,,,,,,1996.75
7684,,,,,09-30-2015,,,,,,,,,,28219.083333333332
7779,,,,,09-30-2015,,,,,,,,,,59588.0
7887,,,,,09-30-2015,,,,,,,,,,364110.8333333333
8007,,,,,09-30-2015,,,,,,,,,,2601257.3333333335
1539,,,,,09-30-2014,,,,,,,,,,22282.083333333332
1647,,,,,09-30-2014,,,,,,,,,,1081916.6666666667
1755,,,,,09-30-2014,,,,,,,,,,160963.58333333334
2049,,,,,09-30-2014,,,,,,,,,,18956.5
2163,,,,,09-30-2014,,,,,,,,,,0.0
2313,,,,,09-30-2014,,,,,,,,,,8604.416666666666
2427,,,,,09-30-2014,,,,,,,,,,187273.16666666666
2535,,,,,09-30-2014,,,,,,,,,,9394.166666666666
2631,,,,,09-30-2014,,,,,,,,,,575860.5833333334
2739,,,,,09-30-2014,,,,,,,,,,23933.666666666668
2991,,,,,09-30-2014,,,,,,,,,,248.25
3171,,,,,09-30-2014,,,,,,,,,,62358.166666666664
3495,,,,,09-30-2014,,,,,,,,,,168254.16666666666
3603,,,,,09-30-2014,,,,,,,,,,158119.5
3687,,,,,09-30-2014,,,,,,,,,,160558.75
3807,,,,,09-30-2014,,,,,,,,,,40970.083333333336
3903,,,,,09-30-2014,,,,,,,,,,7899.666666666667
3993,,,,,09-30-2014,,,,,,,,,,35005.166666666664
4119,,,,,09-30-2014,,,,,,,,,,17487.833333333332
4275,,,,,09-30-2014,,,,,,,,,,41980.583333333336
4407,,,,,09-30-2014,,,,,,,,,,430253.6666666667
4515,,,,,09-30-2014,,,,,,,,,,301377.5833333333
4719,,,,,09-30-2014,,,,,,,,,,13215.583333333334
4953,,,,,09-30-2014,,,,,,,,,,17191.5
5061,,,,,09-30-2014,,,,,,,,,,18040.083333333332
5181,,,,,09-30-2014,,,,,,,,,,129903.75
5289,,,,,09-30-2014,,,,,,,,,,177293.5
5403,,,,,09-30-2014,,,,,,,,,,1275365.6666666667
5517,,,,,09-30-2014,,,,,,,,,,1950.4166666666667
5757,,,,,09-30-2014,,,,,,,,,,3737.75
5871,,,,,09-30-2014,,,,,,,,,,76337.0
5973,,,,,09-30-2014,,,,,,,,,,17099.75
6087,,,,,09-30-2014,,,,,,,,,,4414.583333333333
6183,,,,,09-30-2014,,,,,,,,,,210883.0
6435,,,,,09-30-2014,,,,,,,,,,30334.916666666668
6579,,,,,09-30-2014,,,,,,,,,,27681.416666666668
6879,,,,,09-30-2014,,,,,,,,,,585250.75
6981,,,,,09-30-2014,,,,,,,,,,38347.916666666664
7092,,,,,09-30-2014,,,,,,,,,,224231.08333333334
7299,,,,,09-30-2014,,,,,,,,,,238935.66666666666
7395,,,,,09-30-2014,,,,,,,,,,153954.83333333334
7497,,,,,09-30-2014,,,,,,,,,,178728.41666666666
7599,,,,,09-30-2014,,,,,,,,,,2117.25
7696,,,,,09-30-2014,,,,,,,,,,35758.416666666664
7791,,,,,09-30-2014,,,,,,,,,,49670.25
7899,,,,,09-30-2014,,,,,,,,,,372956.5
8019,,,,,09-30-2014,,,,,,,,,,2017429.6666666667
1551,,,,,09-30-2013,,,,,,,,,,11694.0
1659,,,,,09-30-2013,,,,,,,,,,1887083.3333333333
1767,,,,,09-30-2013,,,,,,,,,,108007.5
2061,,,,,09-30-2013,,,,,,,,,,14935.666666666666
2333,,,,,09-30-2013,,,,,,,,,,166820.25
2439,,,,,09-30-2013,,,,,,,,,,161793.66666666666
2643,,,,,09-30-2013,,,,,,,,,,346535.1666666667
2751,,,,,09-30-2013,,,,,,,,,,17259.75
2853,,,,,09-30-2013,,,,,,,,,,0.0
3003,,,,,09-30-2013,,,,,,,,,,1010.8333333333334
3183,,,,,09-30-2013,,,,,,,,,,52716.833333333336
3291,,,,,09-30-2013,,,,,,,,,,675821.0
3507,,,,,09-30-2013,,,,,,,,,,179946.0
3615,,,,,09-30-2013,,,,,,,,,,217173.41666666666
3819,,,,,09-30-2013,,,,,,,,,,97334.25
4005,,,,,09-30-2013,,,,,,,,,,43136.833333333336
4131,,,,,09-30-2013,,,,,,,,,,17865.5
4287,,,,,09-30-2013,,,,,,,,,,46669.0
4419,,,,,09-30-2013,,,,,,,,,,349654.0
4527,,,,,09-30-2013,,,,,,,,,,313606.9166666667
4731,,,,,09-30-2013,,,,,,,,,,991.75
4821,,,,,09-30-2013,,,,,,,,,,21211.75
4965,,,,,09-30-2013,,,,,,,,,,6892.166666666667
5073,,,,,09-30-2013,,,,,,,,,,8461.25
5193,,,,,09-30-2013,,,,,,,,,,108234.66666666667
5301,,,,,09-30-2013,,,,,,,,,,256440.41666666666
5415,,,,,09-30-2013,,,,,,,,,,1389869.9166666667
5529,,,,,09-30-2013,,,,,,,,,,2439.0833333333335
5769,,,,,09-30-2013,,,,,,,,,,2956.1666666666665
5883,,,,,09-30-2013,,,,,,,,,,129037.08333333333
5985,,,,,09-30-2013,,,,,,,,,,55674.166666666664
6447,,,,,09-30-2013,,,,,,,,,,25410.833333333332
6591,,,,,09-30-2013,,,,,,,,,,28726.833333333332
6891,,,,,09-30-2013,,,,,,,,,,717048.9166666666
6993,,,,,09-30-2013,,,,,,,,,,24406.25
7104,,,,,09-30-2013,,,,,,,,,,231853.5
7407,,,,,09-30-2013,,,,,,,,,,343707.8333333333
7611,,,,,09-30-2013,,,,,,,,,,2064.75
7708,,,,,09-30-2013,,,,,,,,,,29709.083333333332
7803,,,,,09-30-2013,,,,,,,,,,44212.0
7911,,,,,09-30-2013,,,,,,,,,,301674.0833333333
8031,,,,,09-30-2013,,,,,,,,,,2518473.0833333335
1354,,,,,08-31-2022,,,,,,,,,,23218.0
2230,,,,,08-31-2022,,,,,,,,,,26698.333333333332
3382,,,,,08-31-2022,,,,,,,,,,36761.5
5086,,,,,08-31-2022,,,,,,,,,,597632.8333333334
1366,,,,,08-31-2021,,,,,,,,,,18954.0
1774,,,,,08-31-2021,,,,,,,,,,55871.083333333336
1966,,,,,08-31-2021,,,,,,,,,,216989.33333333334
2242,,,,,08-31-2021,,,,,,,,,,26562.583333333332
2758,,,,,08-31-2021,,,,,,,,,,0.0
3394,,,,,08-31-2021,,,,,,,,,,20519.166666666668
3694,,,,,08-31-2021,,,,,,,,,,2273.3333333333335
3910,,,,,08-31-2021,,,,,,,,,,833.3333333333334
4138,,,,,08-31-2021,,,,,,,,,,40209.333333333336
4294,,,,,08-31-2021,,,,,,,,,,13420.916666666666
4738,,,,,08-31-2021,,,,,,,,,,271371.6666666667
4870,,,,,08-31-2021,,,,,,,,,,19089.5
5098,,,,,08-31-2021,,,,,,,,,,390757.5
5206,,,,,08-31-2021,,,,,,,,,,230316.0
5434,,,,,08-31-2021,,,,,,,,,,1272.0833333333333
5674,,,,,08-31-2021,,,,,,,,,,25141.083333333332
5890,,,,,08-31-2021,,,,,,,,,,351643.6666666667
6898,,,,,08-31-2021,,,,,,,,,,73303.66666666667
7009,,,,,08-31-2021,,,,,,,,,,459486.0833333333
7414,,,,,08-31-2021,,,,,,,,,,258100.25
1378,,,,,08-31-2020,,,,,,,,,,18212.25
1786,,,,,08-31-2020,,,,,,,,,,32075.166666666668
1978,,,,,08-31-2020,,,,,,,,,,107989.5
2254,,,,,08-31-2020,,,,,,,,,,25454.333333333332
2770,,,,,08-31-2020,,,,,,,,,,0.0
3706,,,,,08-31-2020,,,,,,,,,,2109.6666666666665
3922,,,,,08-31-2020,,,,,,,,,,2083.3333333333335
4150,,,,,08-31-2020,,,,,,,,,,18768.583333333332
4306,,,,,08-31-2020,,,,,,,,,,1566.8333333333333
4750,,,,,08-31-2020,,,,,,,,,,293579.5
4882,,,,,08-31-2020,,,,,,,,,,36241.916666666664
5110,,,,,08-31-2020,,,,,,,,,,348707.5
5218,,,,,08-31-2020,,,,,,,,,,384777.0
5446,,,,,08-31-2020,,,,,,,,,,11408.5
5686,,,,,08-31-2020,,,,,,,,,,9881.583333333334
5902,,,,,08-31-2020,,,,,,,,,,270655.6666666667
6910,,,,,08-31-2020,,,,,,,,,,41459.25
7021,,,,,08-31-2020,,,,,,,,,,336729.9166666667
7426,,,,,08-31-2020,,,,,,,,,,203660.66666666666
7625,,,,,08-31-2020,,,,,,,,,,21528.833333333332
814,,,,,08-31-2019,,,,,,,,,,1295361.75
874,,,,,08-31-2019,,,,,,,,,,713.4166666666666
1006,,,,,08-31-2019,,,,,,,,,,19762.833333333332
1054,,,,,08-31-2019,,,,,,,,,,14519.5
1246,,,,,08-31-2019,,,,,,,,,,24304.833333333332
1390,,,,,08-31-2019,,,,,,,,,,22420.583333333332
1798,,,,,08-31-2019,,,,,,,,,,14125.25
1990,,,,,08-31-2019,,,,,,,,,,88420.33333333333
2266,,,,,08-31-2019,,,,,,,,,,14505.666666666666
2782,,,,,08-31-2019,,,,,,,,,,50.0
3406,,,,,08-31-2019,,,,,,,,,,20098.0
3934,,,,,08-31-2019,,,,,,,,,,21895.166666666668
4162,,,,,08-31-2019,,,,,,,,,,34506.0
4762,,,,,08-31-2019,,,,,,,,,,219945.33333333334
4894,,,,,08-31-2019,,,,,,,,,,35128.0
5122,,,,,08-31-2019,,,,,,,,,,150850.75
5230,,,,,08-31-2019,,,,,,,,,,321697.75
5458,,,,,08-31-2019,,,,,,,,,,1569.5833333333333
5698,,,,,08-31-2019,,,,,,,,,,2145.5833333333335
5914,,,,,08-31-2019,,,,,,,,,,134703.0
6742,,,,,08-31-2019,,,,,,,,,,0.0
6922,,,,,08-31-2019,,,,,,,,,,89554.41666666667
7033,,,,,08-31-2019,,,,,,,,,,316776.3333333333
7438,,,,,08-31-2019,,,,,,,,,,139140.5
7637,,,,,08-31-2019,,,,,,,,,,23808.833333333332
802,,,,,08-31-2018,,,,,,,,,,178096.25
862,,,,,08-31-2018,,,,,,,,,,451.3333333333333
898,,,,,08-31-2018,,,,,,,,,,0.0
1042,,,,,08-31-2018,,,,,,,,,,6109.833333333333
1234,,,,,08-31-2018,,,,,,,,,,32503.916666666668
1402,,,,,08-31-2018,,,,,,,,,,24789.916666666668
1810,,,,,08-31-2018,,,,,,,,,,15672.583333333334
2002,,,,,08-31-2018,,,,,,,,,,116674.16666666667
2278,,,,,08-31-2018,,,,,,,,,,29825.666666666668
2794,,,,,08-31-2018,,,,,,,,,,25.0
3946,,,,,08-31-2018,,,,,,,,,,19296.666666666668
4174,,,,,08-31-2018,,,,,,,,,,11379.583333333334
4774,,,,,08-31-2018,,,,,,,,,,203964.33333333334
4906,,,,,08-31-2018,,,,,,,,,,41033.083333333336
5014,,,,,08-31-2018,,,,,,,,,,120788.91666666667
5134,,,,,08-31-2018,,,,,,,,,,220112.91666666666
5242,,,,,08-31-2018,,,,,,,,,,82359.75
5470,,,,,08-31-2018,,,,,,,,,,1288.0833333333333
5710,,,,,08-31-2018,,,,,,,,,,10682.25
5926,,,,,08-31-2018,,,,,,,,,,184614.41666666666
6934,,,,,08-31-2018,,,,,,,,,,9492.166666666666
7045,,,,,08-31-2018,,,,,,,,,,286135.25
7450,,,,,08-31-2018,,,,,,,,,,214194.25
7649,,,,,08-31-2018,,,,,,,,,,25067.5
790,,,,,08-31-2017,,,,,,,,,,524612.9166666666
850,,,,,08-31-2017,,,,,,,,,,93.33333333333333
970,,,,,08-31-2017,,,,,,,,,,31734.75
1030,,,,,08-31-2017,,,,,,,,,,10516.166666666666
1222,,,,,08-31-2017,,,,,,,,,,61779.666666666664
1414,,,,,08-31-2017,,,,,,,,,,13259.083333333334
1822,,,,,08-31-2017,,,,,,,,,,11293.833333333334
2014,,,,,08-31-2017,,,,,,,,,,70440.58333333333
2290,,,,,08-31-2017,,,,,,,,,,22983.0
2806,,,,,08-31-2017,,,,,,,,,,45.833333333333336
3958,,,,,08-31-2017,,,,,,,,,,63607.75
4786,,,,,08-31-2017,,,,,,,,,,192175.5
4918,,,,,08-31-2017,,,,,,,,,,49156.25
5026,,,,,08-31-2017,,,,,,,,,,21041.666666666668
5146,,,,,08-31-2017,,,,,,,,,,135372.33333333334
5254,,,,,08-31-2017,,,,,,,,,,63194.333333333336
5482,,,,,08-31-2017,,,,,,,,,,1120.8333333333333
5722,,,,,08-31-2017,,,,,,,,,,1582.0
5938,,,,,08-31-2017,,,,,,,,,,129138.66666666667
6766,,,,,08-31-2017,,,,,,,,,,0.0
6946,,,,,08-31-2017,,,,,,,,,,14362.5
7057,,,,,08-31-2017,,,,,,,,,,275105.1666666667
7462,,,,,08-31-2017,,,,,,,,,,128070.75
7661,,,,,08-31-2017,,,,,,,,,,26324.75
778,,,,,08-31-2016,,,,,,,,,,240646.5
838,,,,,08-31-2016,,,,,,,,,,101.0
886,,,,,08-31-2016,,,,,,,,,,0.0
958,,,,,08-31-2016,,,,,,,,,,11874.25
1018,,,,,08-31-2016,,,,,,,,,,8595.666666666666
1210,,,,,08-31-2016,,,,,,,,,,22899.333333333332
1426,,,,,08-31-2016,,,,,,,,,,19680.916666666668
1834,,,,,08-31-2016,,,,,,,,,,11622.5
2026,,,,,08-31-2016,,,,,,,,,,80997.75
2302,,,,,08-31-2016,,,,,,,,,,11518.916666666666
3970,,,,,08-31-2016,,,,,,,,,,111611.33333333333
4798,,,,,08-31-2016,,,,,,,,,,168362.58333333334
4930,,,,,08-31-2016,,,,,,,,,,30658.75
5038,,,,,08-31-2016,,,,,,,,,,36133.333333333336
5158,,,,,08-31-2016,,,,,,,,,,202058.66666666666
5266,,,,,08-31-2016,,,,,,,,,,56690.5
5494,,,,,08-31-2016,,,,,,,,,,1227.6666666666667
5734,,,,,08-31-2016,,,,,,,,,,1189.5
5950,,,,,08-31-2016,,,,,,,,,,57671.166666666664
6958,,,,,08-31-2016,,,,,,,,,,8339.333333333334
7069,,,,,08-31-2016,,,,,,,,,,238394.16666666666
7474,,,,,08-31-2016,,,,,,,,,,154865.83333333334
7673,,,,,08-31-2016,,,,,,,,,,40590.666666666664
766,,,,,08-31-2015,,,,,,,,,,182445.33333333334
826,,,,,08-31-2015,,,,,,,,,,37.833333333333336
1198,,,,,08-31-2015,,,,,,,,,,38924.333333333336
1438,,,,,08-31-2015,,,,,,,,,,9751.5
1846,,,,,08-31-2015,,,,,,,,,,8615.666666666666
2038,,,,,08-31-2015,,,,,,,,,,47671.166666666664
2830,,,,,08-31-2015,,,,,,,,,,0.0
3982,,,,,08-31-2015,,,,,,,,,,34371.75
4810,,,,,08-31-2015,,,,,,,,,,87629.66666666667
4942,,,,,08-31-2015,,,,,,,,,,30332.333333333332
5050,,,,,08-31-2015,,,,,,,,,,16921.416666666668
5170,,,,,08-31-2015,,,,,,,,,,103028.5
5278,,,,,08-31-2015,,,,,,,,,,112969.75
5506,,,,,08-31-2015,,,,,,,,,,1262.1666666666667
5746,,,,,08-31-2015,,,,,,,,,,1356.4166666666667
5962,,,,,08-31-2015,,,,,,,,,,52771.416666666664
6970,,,,,08-31-2015,,,,,,,,,,14758.25
7081,,,,,08-31-2015,,,,,,,,,,228867.25
7486,,,,,08-31-2015,,,,,,,,,,156768.83333333334
7685,,,,,08-31-2015,,,,,,,,,,28219.083333333332
2050,,,,,08-31-2014,,,,,,,,,,18956.5
2314,,,,,08-31-2014,,,,,,,,,,8604.416666666666
2842,,,,,08-31-2014,,,,,,,,,,0.0
3994,,,,,08-31-2014,,,,,,,,,,35005.166666666664
4954,,,,,08-31-2014,,,,,,,,,,17191.5
5062,,,,,08-31-2014,,,,,,,,,,18040.083333333332
5182,,,,,08-31-2014,,,,,,,,,,129903.75
5290,,,,,08-31-2014,,,,,,,,,,177293.5
5518,,,,,08-31-2014,,,,,,,,,,1950.4166666666667
5758,,,,,08-31-2014,,,,,,,,,,3737.75
5974,,,,,08-31-2014,,,,,,,,,,17099.75
6982,,,,,08-31-2014,,,,,,,,,,38347.916666666664
7093,,,,,08-31-2014,,,,,,,,,,224231.08333333334
7498,,,,,08-31-2014,,,,,,,,,,178728.41666666666
7697,,,,,08-31-2014,,,,,,,,,,35758.416666666664
2062,,,,,08-31-2013,,,,,,,,,,14935.666666666666
2854,,,,,08-31-2013,,,,,,,,,,0.0
4006,,,,,08-31-2013,,,,,,,,,,43136.833333333336
4822,,,,,08-31-2013,,,,,,,,,,21211.75
4966,,,,,08-31-2013,,,,,,,,,,6892.166666666667
5074,,,,,08-31-2013,,,,,,,,,,8461.25
5194,,,,,08-31-2013,,,,,,,,,,108234.66666666667
5302,,,,,08-31-2013,,,,,,,,,,256440.41666666666
5530,,,,,08-31-2013,,,,,,,,,,2439.0833333333335
5770,,,,,08-31-2013,,,,,,,,,,2956.1666666666665
5986,,,,,08-31-2013,,,,,,,,,,55674.166666666664
6994,,,,,08-31-2013,,,,,,,,,,24406.25
7105,,,,,08-31-2013,,,,,,,,,,231853.5
7709,,,,,08-31-2013,,,,,,,,,,29709.083333333332
