EIN_YEAR,Organization Name,EIN,Tax Year,Tax End Date,Location (Zipcode),Federate Campaigns,Membership Dues,Fundraising Events,Related Organizations,Government Grants,All Other Contributions,Noncash Contributions,Total,Philanthropic_Total,Ratio,Z-score,Normalized,Total Federate Campaigns,Total Membership Dues,Total Fundraising Events,Total Related Organizations,Total Government Grants,Total All Other Contributions,Total Noncash Contributions,Year Total,Year Philanthropic_Total,
237279074_2021,UNION OF PAN ASIAN COMMUNITIES,237279074,2021,02-28-2022,,14.16666667,0,3695.75,0,0,49609.08333,4457.25,53319,53319,0,#DIV/0!,#DIV/0!,,,,,,,,,,
237279074_2021,UNION OF PAN ASIAN COMMUNITIES,237279074,2021,01-30-2022,,14.16666667,0,3695.75,0,0,49609.08333,4457.25,53319,53319,0,#DIV/0!,#DIV/0!,,,,,,,,,,
237279074_2021,UNION OF PAN ASIAN COMMUNITIES,237279074,2021,12-30-2021,,14.16666667,0,3695.75,0,0,49609.08333,4457.25,53319,53319,0,#DIV/0!,#DIV/0!,,,,,,,,,,
237279074_2021,UNION OF PAN ASIAN COMMUNITIES,237279074,2021,11-30-2021,,14.16666667,0,3695.75,0,0,49609.08333,4457.25,53319,53319,0,#DIV/0!,#DIV/0!,,,,,,,,,,
237279074_2021,UNION OF PAN ASIAN COMMUNITIES,237279074,2021,10-30-2021,,14.16666667,0,3695.75,0,0,49609.08333,4457.25,53319,53319,0,#DIV/0!,#DIV/0!,,,,,,,,,,
237279074_2021,UNION OF PAN ASIAN COMMUNITIES,237279074,2021,09-30-2021,,14.16666667,0,3695.75,0,0,49609.08333,4457.25,53319,53319,0,#DIV/0!,#DIV/0!,,,,,,,,,,
237279074_2021,UNION OF PAN ASIAN COMMUNITIES,237279074,2021,08-30-2021,,14.16666667,0,3695.75,0,0,49609.08333,4457.25,53319,53319,0,#DIV/0!,#DIV/0!,,,,,,,,,,
237279074_2021,UNION OF PAN ASIAN COMMUNITIES,237279074,2021,07-30-2021,,14.16666667,0,3695.75,0,0,49609.08333,4457.25,53319,53319,0,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2014,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2014,06-30-2015,92163,0,0,0,0,150601,238935.6667,0,389536.6667,238935.6667,0.386615723,#DIV/0!,#DIV/0!,0,0,0,0,1807212,2867228,0,4674440,2867228,
237332048_2014,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2014,05-30-2015,,0,0,0,0,150601,238935.6667,0,389536.6667,238935.6667,0.386615723,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2014,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2014,04-30-2015,,0,0,0,0,150601,238935.6667,0,389536.6667,238935.6667,0.386615723,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2014,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2014,03-30-2015,,0,0,0,0,150601,238935.6667,0,389536.6667,238935.6667,0.386615723,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2014,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2014,02-28-2015,,0,0,0,0,150601,238935.6667,0,389536.6667,238935.6667,0.386615723,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2014,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2014,01-30-2015,,0,0,0,0,150601,238935.6667,0,389536.6667,238935.6667,0.386615723,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2014,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2014,12-30-2014,,0,0,0,0,150601,238935.6667,0,389536.6667,238935.6667,0.386615723,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2014,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2014,11-30-2014,,0,0,0,0,150601,238935.6667,0,389536.6667,238935.6667,0.386615723,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2014,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2014,10-30-2014,,0,0,0,0,150601,238935.6667,0,389536.6667,238935.6667,0.386615723,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2014,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2014,09-30-2014,,0,0,0,0,150601,238935.6667,0,389536.6667,238935.6667,0.386615723,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2014,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2014,08-30-2014,,0,0,0,0,150601,238935.6667,0,389536.6667,238935.6667,0.386615723,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2014,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2014,07-30-2014,,0,0,0,0,150601,238935.6667,0,389536.6667,238935.6667,0.386615723,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2015,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2015,06-30-2016,92163,0,0,0,0,188782.4167,215749.75,0,404532.1667,215749.75,0.4666684932,#DIV/0!,#DIV/0!,0,0,0,0,2265389,2588997,0,4854386,2588997,
237332048_2015,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2015,05-30-2016,,0,0,0,0,188782.4167,215749.75,0,404532.1667,215749.75,0.4666684932,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2015,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2015,04-30-2016,,0,0,0,0,188782.4167,215749.75,0,404532.1667,215749.75,0.4666684932,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2015,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2015,03-30-2016,,0,0,0,0,188782.4167,215749.75,0,404532.1667,215749.75,0.4666684932,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2015,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2015,02-29-2016,,0,0,0,0,188782.4167,215749.75,0,404532.1667,215749.75,0.4666684932,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2015,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2015,01-30-2016,,0,0,0,0,188782.4167,215749.75,0,404532.1667,215749.75,0.4666684932,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2015,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2015,12-30-2015,,0,0,0,0,188782.4167,215749.75,0,404532.1667,215749.75,0.4666684932,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2015,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2015,11-30-2015,,0,0,0,0,188782.4167,215749.75,0,404532.1667,215749.75,0.4666684932,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2015,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2015,10-30-2015,,0,0,0,0,188782.4167,215749.75,0,404532.1667,215749.75,0.4666684932,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2015,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2015,09-30-2015,,0,0,0,0,188782.4167,215749.75,0,404532.1667,215749.75,0.4666684932,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2015,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2015,08-30-2015,,0,0,0,0,188782.4167,215749.75,0,404532.1667,215749.75,0.4666684932,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2015,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2015,07-30-2015,,0,0,0,0,188782.4167,215749.75,0,404532.1667,215749.75,0.4666684932,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2016,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2016,06-30-2017,92163,0,0,0,0,222862.25,342157.8333,0,565020.0833,342157.8333,0.3944324398,#DIV/0!,#DIV/0!,0,0,0,0,2674347,4105894,0,6780241,4105894,
237332048_2016,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2016,05-30-2017,,0,0,0,0,222862.25,342157.8333,0,565020.0833,342157.8333,0.3944324398,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2016,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2016,04-30-2017,,0,0,0,0,222862.25,342157.8333,0,565020.0833,342157.8333,0.3944324398,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2016,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2016,03-30-2017,,0,0,0,0,222862.25,342157.8333,0,565020.0833,342157.8333,0.3944324398,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2016,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2016,02-28-2017,,0,0,0,0,222862.25,342157.8333,0,565020.0833,342157.8333,0.3944324398,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2016,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2016,01-30-2017,,0,0,0,0,222862.25,342157.8333,0,565020.0833,342157.8333,0.3944324398,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2016,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2016,12-30-2016,,0,0,0,0,222862.25,342157.8333,0,565020.0833,342157.8333,0.3944324398,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2016,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2016,11-30-2016,,0,0,0,0,222862.25,342157.8333,0,565020.0833,342157.8333,0.3944324398,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2016,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2016,10-30-2016,,0,0,0,0,222862.25,342157.8333,0,565020.0833,342157.8333,0.3944324398,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2016,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2016,09-30-2016,,0,0,0,0,222862.25,342157.8333,0,565020.0833,342157.8333,0.3944324398,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2016,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2016,08-30-2016,,0,0,0,0,222862.25,342157.8333,0,565020.0833,342157.8333,0.3944324398,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2016,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2016,07-30-2016,,0,0,0,0,222862.25,342157.8333,0,565020.0833,342157.8333,0.3944324398,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2017,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2017,06-30-2018,92163,0,0,0,0,218242.4167,398867.6667,0,617110.0833,398867.6667,0.3536523265,#DIV/0!,#DIV/0!,0,0,0,0,2618909,4786412,0,7405321,4786412,
237332048_2017,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2017,05-30-2018,,0,0,0,0,218242.4167,398867.6667,0,617110.0833,398867.6667,0.3536523265,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2017,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2017,04-30-2018,,0,0,0,0,218242.4167,398867.6667,0,617110.0833,398867.6667,0.3536523265,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2017,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2017,03-30-2018,,0,0,0,0,218242.4167,398867.6667,0,617110.0833,398867.6667,0.3536523265,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2017,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2017,02-28-2018,,0,0,0,0,218242.4167,398867.6667,0,617110.0833,398867.6667,0.3536523265,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2017,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2017,01-30-2018,,0,0,0,0,218242.4167,398867.6667,0,617110.0833,398867.6667,0.3536523265,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2017,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2017,12-30-2017,,0,0,0,0,218242.4167,398867.6667,0,617110.0833,398867.6667,0.3536523265,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2017,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2017,11-30-2017,,0,0,0,0,218242.4167,398867.6667,0,617110.0833,398867.6667,0.3536523265,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2017,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2017,10-30-2017,,0,0,0,0,218242.4167,398867.6667,0,617110.0833,398867.6667,0.3536523265,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2017,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2017,09-30-2017,,0,0,0,0,218242.4167,398867.6667,0,617110.0833,398867.6667,0.3536523265,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2017,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2017,08-30-2017,,0,0,0,0,218242.4167,398867.6667,0,617110.0833,398867.6667,0.3536523265,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2017,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2017,07-30-2017,,0,0,0,0,218242.4167,398867.6667,0,617110.0833,398867.6667,0.3536523265,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2018,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2018,06-30-2019,92163,0,0,0,0,201487.8333,408221.8333,0,609709.6667,408221.8333,0.3304652105,#DIV/0!,#DIV/0!,0,0,0,0,2417854,4898662,0,7316516,4898662,
237332048_2018,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2018,05-30-2019,,0,0,0,0,201487.8333,408221.8333,0,609709.6667,408221.8333,0.3304652105,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2018,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2018,04-30-2019,,0,0,0,0,201487.8333,408221.8333,0,609709.6667,408221.8333,0.3304652105,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2018,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2018,03-30-2019,,0,0,0,0,201487.8333,408221.8333,0,609709.6667,408221.8333,0.3304652105,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2018,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2018,02-28-2019,,0,0,0,0,201487.8333,408221.8333,0,609709.6667,408221.8333,0.3304652105,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2018,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2018,01-30-2019,,0,0,0,0,201487.8333,408221.8333,0,609709.6667,408221.8333,0.3304652105,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2018,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2018,12-30-2018,,0,0,0,0,201487.8333,408221.8333,0,609709.6667,408221.8333,0.3304652105,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2018,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2018,11-30-2018,,0,0,0,0,201487.8333,408221.8333,0,609709.6667,408221.8333,0.3304652105,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2018,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2018,10-30-2018,,0,0,0,0,201487.8333,408221.8333,0,609709.6667,408221.8333,0.3304652105,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2018,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2018,09-30-2018,,0,0,0,0,201487.8333,408221.8333,0,609709.6667,408221.8333,0.3304652105,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2018,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2018,08-30-2018,,0,0,0,0,201487.8333,408221.8333,0,609709.6667,408221.8333,0.3304652105,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2018,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2018,07-30-2018,,0,0,0,0,201487.8333,408221.8333,0,609709.6667,408221.8333,0.3304652105,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2019,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2019,06-30-2020,92163,0,0,0,0,298569.8333,333656.5833,0,632226.4167,333656.5833,0.4722514363,#DIV/0!,#DIV/0!,0,0,0,0,3582838,4003879,0,7586717,4003879,
237332048_2019,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2019,05-30-2020,,0,0,0,0,298569.8333,333656.5833,0,632226.4167,333656.5833,0.4722514363,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2019,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2019,04-30-2020,,0,0,0,0,298569.8333,333656.5833,0,632226.4167,333656.5833,0.4722514363,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2019,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2019,03-30-2020,,0,0,0,0,298569.8333,333656.5833,0,632226.4167,333656.5833,0.4722514363,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2019,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2019,02-29-2020,,0,0,0,0,298569.8333,333656.5833,0,632226.4167,333656.5833,0.4722514363,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2019,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2019,01-30-2020,,0,0,0,0,298569.8333,333656.5833,0,632226.4167,333656.5833,0.4722514363,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2019,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2019,12-30-2019,,0,0,0,0,298569.8333,333656.5833,0,632226.4167,333656.5833,0.4722514363,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2019,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2019,11-30-2019,,0,0,0,0,298569.8333,333656.5833,0,632226.4167,333656.5833,0.4722514363,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2019,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2019,10-30-2019,,0,0,0,0,298569.8333,333656.5833,0,632226.4167,333656.5833,0.4722514363,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2019,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2019,09-30-2019,,0,0,0,0,298569.8333,333656.5833,0,632226.4167,333656.5833,0.4722514363,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2019,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2019,08-30-2019,,0,0,0,0,298569.8333,333656.5833,0,632226.4167,333656.5833,0.4722514363,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2019,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2019,07-30-2019,,0,0,0,0,298569.8333,333656.5833,0,632226.4167,333656.5833,0.4722514363,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2020,THE SAN DIEGO LESBIAN GAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2020,06-30-2021,92163,0,0,0,0,458312.5833,423786.9167,0,882099.5,423786.9167,0.5195701656,#DIV/0!,#DIV/0!,0,0,0,0,5499751,5085443,0,10585194,5085443,
237332048_2020,THE SAN DIEGO LESBIAN GAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2020,05-30-2021,,0,0,0,0,458312.5833,423786.9167,0,882099.5,423786.9167,0.5195701656,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2020,THE SAN DIEGO LESBIAN GAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2020,04-30-2021,,0,0,0,0,458312.5833,423786.9167,0,882099.5,423786.9167,0.5195701656,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2020,THE SAN DIEGO LESBIAN GAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2020,03-30-2021,,0,0,0,0,458312.5833,423786.9167,0,882099.5,423786.9167,0.5195701656,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2020,THE SAN DIEGO LESBIAN GAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2020,02-28-2021,,0,0,0,0,458312.5833,423786.9167,0,882099.5,423786.9167,0.5195701656,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2020,THE SAN DIEGO LESBIAN GAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2020,01-30-2021,,0,0,0,0,458312.5833,423786.9167,0,882099.5,423786.9167,0.5195701656,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2020,THE SAN DIEGO LESBIAN GAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2020,12-30-2020,,0,0,0,0,458312.5833,423786.9167,0,882099.5,423786.9167,0.5195701656,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2020,THE SAN DIEGO LESBIAN GAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2020,11-30-2020,,0,0,0,0,458312.5833,423786.9167,0,882099.5,423786.9167,0.5195701656,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2020,THE SAN DIEGO LESBIAN GAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2020,10-30-2020,,0,0,0,0,458312.5833,423786.9167,0,882099.5,423786.9167,0.5195701656,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2020,THE SAN DIEGO LESBIAN GAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2020,09-30-2020,,0,0,0,0,458312.5833,423786.9167,0,882099.5,423786.9167,0.5195701656,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2020,THE SAN DIEGO LESBIAN GAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2020,08-30-2020,,0,0,0,0,458312.5833,423786.9167,0,882099.5,423786.9167,0.5195701656,#DIV/0!,#DIV/0!,,,,,,,,,,
237332048_2020,THE SAN DIEGO LESBIAN GAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048,2020,07-30-2020,,0,0,0,0,458312.5833,423786.9167,0,882099.5,423786.9167,0.5195701656,#DIV/0!,#DIV/0!,,,,,,,,,,
237334012_2013,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012,2013,06-30-2014,0,9733.25,0,16402.5,0,0,153810.25,0,179946,179946,0,#DIV/0!,#DIV/0!,116799,0,196830,0,0,1845723,0,2159352,2159352,
237334012_2013,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012,2013,05-30-2014,,9733.25,0,16402.5,0,0,153810.25,0,179946,179946,0,#DIV/0!,#DIV/0!,,,,,,,,,,
237334012_2013,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012,2013,04-30-2014,,9733.25,0,16402.5,0,0,153810.25,0,179946,179946,0,#DIV/0!,#DIV/0!,,,,,,,,,,
237334012_2013,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012,2013,03-30-2014,,9733.25,0,16402.5,0,0,153810.25,0,179946,179946,0,#DIV/0!,#DIV/0!,,,,,,,,,,
237334012_2013,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012,2013,02-28-2014,,9733.25,0,16402.5,0,0,153810.25,0,179946,179946,0,#DIV/0!,#DIV/0!,,,,,,,,,,
237334012_2013,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012,2013,01-30-2014,,9733.25,0,16402.5,0,0,153810.25,0,179946,179946,0,#DIV/0!,#DIV/0!,,,,,,,,,,
237334012_2013,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012,2013,12-30-2013,,9733.25,0,16402.5,0,0,153810.25,0,179946,179946,0,#DIV/0!,#DIV/0!,,,,,,,,,,
237334012_2013,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012,2013,11-30-2013,,9733.25,0,16402.5,0,0,153810.25,0,179946,179946,0,#DIV/0!,#DIV/0!,,,,,,,,,,
237334012_2013,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012,2013,10-30-2013,,9733.25,0,16402.5,0,0,153810.25,0,179946,179946,0,#DIV/0!,#DIV/0!,,,,,,,,,,
237334012_2013,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012,2013,09-30-2013,,9733.25,0,16402.5,0,0,153810.25,0,179946,179946,0,#DIV/0!,#DIV/0!,,,,,,,,,,
237334012_2013,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012,2013,08-30-2013,,9733.25,0,16402.5,0,0,153810.25,0,179946,179946,0,#DIV/0!,#DIV/0!,,,,,,,,,,
237334012_2013,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012,2013,07-30-2013,,9733.25,0,16402.5,0,0,153810.25,0,179946,179946,0,#DIV/0!,#DIV/0!,,,,,,,,,,
237334012_2014,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012,2014,06-30-2015,92101,10014.5,0,11979.08333,0,0,146260.5833,0,168254.1667,168254.1667,0,#DIV/0!,#DIV/0!,120174,0,143749,0,0,1755127,0,2019050,2019050,
237334012_2014,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012,2014,05-30-2015,,10014.5,0,11979.08333,0,0,146260.5833,0,168254.1667,168254.1667,0,#DIV/0!,#DIV/0!,,,,,,,,,,
