EIN_YEAR,Organization Name,EIN,Tax Year,Tax End Date,Location (Zipcode),Federate Campaigns,Membership Dues,Fundraising Events,Related Organizations,Government Grants,All Other Contributions,Noncash Contributions,Total,Philanthropic_Total
952653869_2016,CRASH INC,952653869.0,2016.0,06-30-2017,92108.0,0,0,0,0,0,10393,0,10393,10393
952653869_2015,CRASH INC,952653869.0,2015.0,06-30-2016,92108.0,0,0,0,0,0,12407,0,12407,12407
952653869_2014,CRASH INC,952653869.0,2014.0,06-30-2015,92108.0,0,0,0,0,0,2979,0,2979,2979
952653869_2013,CRASH INC,952653869.0,2013.0,06-30-2014,0.0,0,0,0,0,0,12130,0,12130,12130
931008369_2021,ALLIANCE FOR AFRICAN ASSISTANCE,931008369.0,2021.0,06-30-2022,92115.0,0,0,0,0,0,695967,18000,695967,695967
931008369_2020,ALLIANCE FOR AFRICAN ASSISTANCE,931008369.0,2020.0,06-30-2021,92115.0,0,0,0,0,175000,127017,0,302017,127017
931008369_2019,ALLIANCE FOR AFRICAN ASSISTANCE,931008369.0,2019.0,06-30-2020,92115.0,0,0,42454,0,0,101691,0,144145,144145
931008369_2018,ALLIANCE FOR AFRICAN ASSISTANCE,931008369.0,2018.0,06-30-2019,92115.0,0,0,0,0,0,145494,0,145494,145494
931008369_2017,ALLIANCE FOR AFRICAN ASSISTANCE,931008369.0,2017.0,06-30-2018,92115.0,0,0,6304,0,0,82574,0,88878,88878
931008369_2016,ALLIANCE FOR AFRICAN ASSISTANCE,931008369.0,2016.0,06-30-2017,92115.0,0,0,0,0,0,116000,0,116000,116000
931008369_2015,ALLIANCE FOR AFRICAN ASSISTANCE,931008369.0,2015.0,06-30-2016,92115.0,0,0,0,0,0,79620,0,79620,79620
952880426_2021,ELDERHELP OF SAN DIEGO,952880426.0,2021.0,06-30-2022,92123.0,0,0,105366,0,451724,791373,10245,1348463,896739
952880426_2020,ELDERHELP OF SAN DIEGO,952880426.0,2020.0,06-30-2021,92123.0,0,0,109324,0,574130,1219917,37648,1903371,1329241
952880426_2019,ELDERHELP OF SAN DIEGO,952880426.0,2019.0,06-30-2020,92123.0,0,0,51009,0,318368,1075276,34594,1444653,1126285
952880426_2018,ELDERHELP OF SAN DIEGO,952880426.0,2018.0,06-30-2019,92123.0,0,0,53375,0,313363,762231,37263,1128969,815606
952880426_2016,ELDERHELP OF SAN DIEGO,952880426.0,2016.0,06-30-2017,92123.0,0,0,42430,0,357117,1052228,0,1451775,1094658
952880426_2015,ELDERHELP OF SAN DIEGO,952880426.0,2015.0,06-30-2016,92123.0,0,0,40155,0,345108,916212,0,1301475,956367
952880426_2014,ELDERHELP OF SAN DIEGO INC,952880426.0,2014.0,06-30-2015,92120.0,0,0,26324,0,262646,721974,0,1010944,748298
952880426_2013,ELDERHELP OF SAN DIEGO INC,952880426.0,2013.0,06-30-2014,0.0,0,0,41574,0,260872,591028,1890,893474,632602
953140767_2021,MCALISTER INSTITUTE FOR TREATMENT  EDUCATION INC,953140767.0,2021.0,06-30-2022,920201651.0,0,0,0,0,32228251,0,0,32228251,0
953140767_2020,MCALISTER INSTITUTE FOR TREATMENT  EDUCATION INC,953140767.0,2020.0,06-30-2021,920201651.0,0,0,0,0,33156996,0,0,33156996,0
953140767_2019,MCALISTER INSTITUTE FOR TREATMENT  EDUCATION INC,953140767.0,2019.0,06-30-2020,920201651.0,0,0,0,0,26829832,0,0,26829832,0
953140767_2018,MCALISTER INSTITUTE FOR TREATMENT  EDUCATION INC,953140767.0,2018.0,06-30-2019,920201651.0,0,0,0,0,20728534,0,0,20728534,0
953140767_2017,MCALISTER INSTITUTE FOR TREATMENT  EDUCATION INC,953140767.0,2017.0,06-30-2018,920201651.0,0,0,0,0,15375695,0,0,15375695,0
953140767_2016,MCALISTER INSTITUTE FOR TREATMENT  EDUCATION INC,953140767.0,2016.0,06-30-2017,920201651.0,0,0,0,0,11827666,0,0,11827666,0
953140767_2015,MCALISTER INSTITUTE FOR TREATMENT  EDUCATION INC,953140767.0,2015.0,06-30-2016,920201651.0,0,0,0,0,9361362,0,0,9361362,0
953140767_2014,MCALISTER INSTITUTE FOR TREATMENT  EDUCATION INC,953140767.0,2014.0,06-30-2015,920201651.0,0,0,0,0,8713650,0,0,8713650,0
953140767_2013,MCALISTER INSTITUTE FOR TREATMENT  EDUCATION INC,953140767.0,2013.0,06-30-2014,0.0,0,0,0,0,0,8109852,0,8109852,8109852
330553621_2021,THE SALVATION ARMY SAN DIEGO RESIDENCES INC,330553621.0,2021.0,09-30-2022,90275.0,0,0,0,0,754793,0,0,754793,0
330553621_2020,THE SALVATION ARMY SAN DIEGO RESIDENCES INC,330553621.0,2020.0,09-30-2021,90275.0,0,0,0,0,784501,0,0,784501,0
330553621_2019,THE SALVATION ARMY SAN DIEGO RESIDENCES INC,330553621.0,2019.0,09-30-2020,90275.0,0,0,0,0,786788,0,0,786788,0
330553621_2018,THE SALVATION ARMY SAN DIEGO RESIDENCES INC,330553621.0,2018.0,09-30-2019,90275.0,0,0,0,0,745913,0,0,745913,0
330553621_2017,THE SALVATION ARMY SAN DIEGO RESIDENCES INC,330553621.0,2017.0,09-30-2018,90275.0,0,0,0,0,712870,0,0,712870,0
330553621_2016,THE SALVATION ARMY SAN DIEGO RESIDENCES INC,330553621.0,2016.0,09-30-2017,90802.0,0,0,0,0,665873,0,0,665873,0
330553621_2015,THE SALVATION ARMY SAN DIEGO RESIDENCES INC,330553621.0,2015.0,09-30-2016,90802.0,0,0,0,0,621388,0,0,621388,0
330210280_2022,UPLIFT,330210280.0,2022.0,12-31-2022,92102.0,0,0,215764,0,0,225374,0,441138,441138
330210280_2021,UPLIFT,330210280.0,2021.0,12-31-2021,92102.0,0,0,53708,0,0,192522,30000,246230,246230
330210280_2019,UPLIFT,330210280.0,2019.0,12-31-2019,92102.0,0,0,52847,0,0,188329,0,241176,241176
237334012_2020,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012.0,2020.0,06-30-2021,92112.0,9190,0,0,0,11606920,4238141,0,15854251,4247331
237334012_2019,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012.0,2019.0,06-30-2020,92112.0,21301,0,0,0,7876775,2735170,0,10633246,2756471
237334012_2018,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012.0,2018.0,06-30-2019,92112.0,50794,0,5748,0,7519954,2379161,0,9955657,2435703
237334012_2017,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012.0,2017.0,06-30-2018,92112.0,91200,0,28745,0,0,2116667,0,2236612,2236612
237334012_2016,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012.0,2016.0,06-30-2017,92112.0,77085,0,53000,0,0,1952123,0,2082208,2082208
237334012_2015,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012.0,2015.0,06-30-2016,92101.0,121494,0,57035,0,0,2955261,0,3133790,3133790
237334012_2014,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012.0,2014.0,06-30-2015,92101.0,120174,0,143749,0,0,1755127,0,2019050,2019050
237334012_2013,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012.0,2013.0,06-30-2014,0.0,116799,0,196830,0,0,1845723,0,2159352,2159352
952833205_2021,FAMILY HEALTH CENTERS OF SAN DIEGO INC,952833205.0,2021.0,06-30-2022,92102.0,0,0,0,0,59753670,14436348,4374735,74190018,14436348
952833205_2020,FAMILY HEALTH CENTERS OF SAN DIEGO INC,952833205.0,2020.0,06-30-2021,92102.0,0,0,0,0,49070786,7643862,766795,56714648,7643862
952833205_2019,FAMILY HEALTH CENTERS OF SAN DIEGO INC,952833205.0,2019.0,06-30-2020,92102.0,0,0,127428,0,42826769,7746205,0,50700402,7873633
952833205_2018,FAMILY HEALTH CENTERS OF SAN DIEGO INC,952833205.0,2018.0,06-30-2019,92102.0,0,0,112377,0,35981688,4781811,0,40875876,4894188
952833205_2017,FAMILY HEALTH CENTERS OF SAN DIEGO INC,952833205.0,2017.0,06-30-2018,92102.0,0,0,122474,0,35785124,4490939,0,40398537,4613413
952833205_2016,FAMILY HEALTH CENTERS OF SAN DIEGO INC,952833205.0,2016.0,06-30-2017,92102.0,0,0,117163,0,37189601,1889004,0,39195768,2006167
952833205_2015,FAMILY HEALTH CENTERS OF SAN DIEGO INC,952833205.0,2015.0,06-30-2016,92102.0,0,0,109028,0,31709294,2030508,206,33848830,2139536
952833205_2014,FAMILY HEALTH CENTERS OF SAN DIEGO INC,952833205.0,2014.0,06-30-2015,92102.0,0,0,62739,0,30863316,1834695,0,32760750,1897434
952833205_2013,FAMILY HEALTH CENTERS OF SAN DIEGO INC,952833205.0,2013.0,06-30-2014,0.0,0,0,180418,0,33396379,2425663,2425663,36002460,2606081
952850121_2021,SERVING SENIORS,952850121.0,2021.0,06-30-2022,92101.0,0,0,129000,0,8663919,3595528,0,12388447,3724528
952850121_2020,SERVING SENIORS,952850121.0,2020.0,06-30-2021,92101.0,0,0,250845,0,10529880,2712201,0,13492926,2963046
952850121_2019,SERVING SENIORS,952850121.0,2019.0,06-30-2020,92101.0,0,0,53970,0,5623675,3947673,0,9625318,4001643
952850121_2018,SERVING SENIORS,952850121.0,2018.0,06-30-2019,92101.0,0,0,161620,0,4078668,2248135,124834,6488423,2409755
952850121_2017,SERVING SENIORS,952850121.0,2017.0,06-30-2018,92101.0,0,0,101071,0,3298204,1739118,236047,5138393,1840189
952850121_2014,SERVING SENIORS,952850121.0,2014.0,06-30-2015,92101.0,0,0,0,0,3260642,1926705,565000,5187347,1926705
330602842_2021,THE ASSOCIATION FOR COMMUNITY HOUSING SOLUTIONS,330602842.0,2021.0,12-31-2021,92123.0,0,0,0,0,1659718,27280,0,1686998,27280
330602842_2020,TACHS,330602842.0,2020.0,12-31-2020,92123.0,0,0,0,0,1598008,25316,0,1623324,25316
952693142_2021,SBCS CORPORATION,952693142.0,2021.0,06-30-2022,91910.0,0,0,726095,0,82876281,3187139,144304,86789515,3913234
952693142_2020,SBCS CORPORATION,952693142.0,2020.0,06-30-2021,91910.0,0,0,0,0,93767513,4511207,411334,98278720,4511207
952693142_2019,SOUTH BAY COMMUNITY SERVICES,952693142.0,2019.0,06-30-2020,91910.0,0,0,165510,0,30495738,2038952,78823,32700200,2204462
952693142_2018,SOUTH BAY COMMUNITY SERVICES,952693142.0,2018.0,06-30-2019,91910.0,0,0,230647,0,24769279,603727,148832,25603653,834374
952693142_2017,SOUTH BAY COMMUNITY SERVICES,952693142.0,2017.0,06-30-2018,91910.0,0,0,187711,0,23679156,505996,75340,24372863,693707
952693142_2016,SOUTH BAY COMMUNITY SERVICES,952693142.0,2016.0,06-30-2017,91910.0,0,0,158754,0,24108727,511375,194845,24778856,670129
952693142_2015,SOUTH BAY COMMUNITY SERVICES,952693142.0,2015.0,06-30-2016,91910.0,0,0,0,0,23412360,546969,278454,23959329,546969
952693142_2014,SOUTH BAY COMMUNITY SERVICES,952693142.0,2014.0,06-30-2015,91910.0,0,0,0,0,23927898,491641,189443,24419539,491641
952693142_2013,SOUTH BAY COMMUNITY SERVICES,952693142.0,2013.0,06-30-2014,0.0,0,0,149889,0,21811905,1018122,169822,22979916,1168011
113723093_2020,REGIONAL TASK FORCE ON THE HOMELESS,113723093.0,2020.0,06-30-2021,92123.0,0,0,0,0,17841834,183535,0,18025369,183535
113723093_2019,REGIONAL TASK FORCE ON THE HOMELESS,113723093.0,2019.0,06-30-2020,92123.0,0,0,0,0,9344677,182239,0,9526916,182239
113723093_2018,REGIONAL TASK FORCE ON THE HOMELESS,113723093.0,2018.0,06-30-2019,92123.0,0,0,0,0,2505451,865020,0,3370471,865020
113723093_2017,REGIONAL TASK FORCE ON THE HOMELESS,113723093.0,2017.0,06-30-2018,92123.0,0,0,0,0,2021667,738875,0,2760542,738875
113723093_2016,REGIONAL TASK FORCE ON THE HOMELESS,113723093.0,2016.0,06-30-2017,92123.0,0,6677,0,0,1922156,65214,0,1994047,71891
113723093_2015,REGIONAL TASK FORCE ON THE HOMELESS,113723093.0,2015.0,06-30-2016,92123.0,0,0,0,0,1110060,47330,0,1157390,47330
113723093_2014,REGIONAL TASK FORCE ON THE HOMELESS INC,113723093.0,2014.0,06-30-2015,92123.0,0,0,0,0,991765,94796,0,1086561,94796
330496092_2021,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092.0,2021.0,12-31-2021,92123.0,0,0,0,0,1863289,10000,0,1873289,10000
330496092_2020,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092.0,2020.0,12-31-2020,92123.0,0,0,0,0,2015213,25000,0,2040213,25000
330496092_2019,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092.0,2019.0,12-31-2019,92123.0,0,0,0,0,1970684,262742,0,2233426,262742
330496092_2018,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092.0,2018.0,12-31-2018,92123.0,0,0,0,0,2193360,231560,0,2424920,231560
330496092_2017,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092.0,2017.0,12-31-2017,92123.0,0,0,0,0,1412677,763293,0,2175970,763293
330496092_2016,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092.0,2016.0,12-31-2016,92123.0,0,0,82700,0,1528859,1256636,0,2868195,1339336
330496092_2015,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092.0,2015.0,12-31-2015,92123.0,0,0,74326,0,1470129,338135,0,1882590,412461
330496092_2014,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092.0,2014.0,12-31-2014,92123.0,0,0,37687,0,820992,382375,0,1241054,420062
330496092_2013,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092.0,2013.0,12-31-2013,0.0,0,0,45878,0,828832,471764,0,1346474,517642
953497926_2016,COMMUNITY RESOURCE CENTER,953497926,2016,06-30-2017,92024.0,1043,0,4960,0,1074638,1221054,43662,2301695,1227057
330122462_2021,NAMI SAN DIEGO,330122462.0,2021.0,06-30-2022,92123.0,0,0,256845,0,6911240,1564509,1248249,8732594,1821354
330122462_2020,NAMI SAN DIEGO,330122462.0,2020.0,06-30-2021,92123.0,0,0,162038,0,6535082,439141,0,7136261,601179
330122462_2019,NAMI SAN DIEGO,330122462.0,2019.0,06-30-2020,92123.0,0,0,160382,0,5532949,329605,2415,6022936,489987
330122462_2018,NAMI SAN DIEGO,330122462.0,2018.0,06-30-2019,92123.0,0,0,181702,0,5115093,139806,18300,5436601,321508
330122462_2017,NAMI SAN DIEGO,330122462.0,2017.0,06-30-2018,92123.0,0,0,142728,0,5085050,133191,0,5360969,275919
330122462_2016,NAMI SAN DIEGO,330122462.0,2016.0,06-30-2017,92123.0,0,1702,17201,0,5311923,134460,0,5465286,153363
330122462_2015,NAMI SAN DIEGO,330122462.0,2015.0,06-30-2016,92123.0,0,760,17785,0,4623871,255358,0,4897774,273903
330122462_2014,NAMI SAN DIEGO,330122462.0,2014.0,06-30-2015,92123.0,0,1618,136342,0,3196819,71894,0,3406673,209854
330122462_2013,NAMI SAN DIEGO,330122462.0,2013.0,06-30-2014,0.0,0,1881,153276,0,2117637,59229,0,2332023,214386
465055513_2021,URBAN STREET ANGELS INC,465055513.0,2021.0,12-31-2021,92101.0,0,0,0,0,3099056,482512,0,3581568,482512
465055513_2020,URBAN STREET ANGELS INC,465055513.0,2020.0,12-31-2020,92101.0,0,0,0,0,2397198,225223,0,2622421,225223
465055513_2019,URBAN STREET ANGELS INC,465055513.0,2019.0,12-31-2019,92101.0,0,0,0,0,1597401,414072,0,2011473,414072
465055513_2018,URBAN STREET ANGELS INC,465055513.0,2018.0,12-31-2018,92101.0,0,0,24381,0,713895,112174,0,850450,136555
951648184_2021,NEIGHBORHOOD HOUSE ASSN,951648184.0,2021.0,06-30-2022,92111.0,322,0,248049,0,103160048,624484,0,104032903,872855
951648184_2020,NEIGHBORHOOD HOUSE ASSN,951648184.0,2020.0,06-30-2021,92111.0,753,0,210773,0,94379296,718898,0,95309720,930424
951648184_2019,NEIGHBORHOOD HOUSE ASSN,951648184.0,2019.0,06-30-2020,92111.0,819,0,88990,0,97559202,598531,0,98247542,688340
951648184_2018,NEIGHBORHOOD HOUSE ASSN,951648184.0,2018.0,06-30-2019,92111.0,882,0,197990,0,95320956,638996,74436,96158824,837868
951648184_2017,NEIGHBORHOOD HOUSE ASSN,951648184.0,2017.0,06-30-2018,92111.0,2433,0,90000,0,92792453,640431,65505,93525317,732864
951648184_2016,NEIGHBORHOOD HOUSE ASSN,951648184.0,2016.0,06-30-2017,92111.0,4241,0,208120,0,85482020,539917,0,86234298,752278
951648184_2015,NEIGHBORHOOD HOUSE ASSN,951648184.0,2015.0,06-30-2016,92111.0,6215,0,193732,0,83944092,573315,0,84717354,773262
951648184_2014,NEIGHBORHOOD HOUSE ASSN,951648184.0,2014.0,06-30-2015,92111.0,7121,0,163374,0,81106064,333272,0,81609831,503767
951648184_2013,NEIGHBORHOOD HOUSE ASSN,951648184.0,2013.0,06-30-2014,0.0,3876,0,89183,0,76395637,466969,287665,76955665,560028
941676390_2021,CALIFORNIA INDIAN LEGAL SERVICES INC,941676390.0,2021.0,12-31-2021,95814.0,0,0,0,0,2186940,161051,0,2347991,161051
941676390_2020,CALIFORNIA INDIAN LEGAL SERVICES INC,941676390.0,2020.0,12-31-2020,92025.0,0,0,0,0,2026456,18802,0,2045258,18802
952877102_2021,OLIVE CREST,952877102.0,2021.0,06-30-2022,92705.0,0,0,1748370,0,30839048,10756763,1593022,43344181,12505133
952877102_2020,OLIVE CREST,952877102.0,2020.0,06-30-2021,92705.0,0,0,1059264,0,23230878,7369758,1305317,31659900,8429022
952877102_2019,OLIVE CREST,952877102.0,2019.0,06-30-2020,92705.0,0,0,869676,0,24484051,6938204,1041307,32291931,7807880
952877102_2018,OLIVE CREST,952877102.0,2018.0,06-30-2019,92705.0,4000,0,678924,0,23349562,7598041,1550404,31630527,8280965
952877102_2017,OLIVE CREST,952877102.0,2017.0,06-30-2018,92705.0,96,0,605500,0,16321385,7943754,1400071,24870735,8549350
952877102_2016,OLIVE CREST,952877102.0,2016.0,06-30-2017,92705.0,10864,0,966205,0,15660595,4203032,1888999,20840696,5180101
952877102_2015,OLIVE CREST,952877102.0,2015.0,06-30-2016,92705.0,17333,0,797844,0,15325148,5054602,1772273,21194927,5869779
952877102_2014,OLIVE CREST,952877102.0,2014.0,06-30-2015,92705.0,67625,0,1129690,0,16073654,3965729,2100567,21236698,5163044
952877102_2013,OLIVE CREST,952877102.0,2013.0,06-30-2014,0.0,76600,0,383135,0,15050240,3736113,1293855,19246088,4195848
951869806_2021,LEGAL AID SOCIETY OF SAN DIEGO,951869806.0,2021.0,06-30-2022,92114.0,1540,0,0,0,20005029,372324,6675,20378893,373864
951869806_2020,LEGAL AID SOCIETY OF SAN DIEGO,951869806.0,2020.0,06-30-2021,92114.0,2330,0,0,0,16520044,2875583,0,19397957,2877913
951869806_2019,LEGAL AID SOCIETY OF SAN DIEGO,951869806.0,2019.0,06-30-2020,92114.0,1859,0,0,0,14166199,2669644,0,16837702,2671503
951869806_2018,LEGAL AID SOCIETY OF SAN DIEGO,951869806.0,2018.0,06-30-2019,92114.0,3151,0,0,0,13243289,3568421,0,16814861,3571572
951869806_2017,LEGAL AID SOCIETY OF SAN DIEGO,951869806.0,2017.0,06-30-2018,92114.0,3609,0,15000,0,12367467,3883995,0,16270071,3902604
951869806_2016,LEGAL AID SOCIETY OF SAN DIEGO,951869806.0,2016.0,06-30-2017,92114.0,1677,0,10000,0,12558042,4108352,19250,16678071,4120029
951869806_2015,LEGAL AID SOCIETY OF SAN DIEGO,951869806.0,2015.0,06-30-2016,92114.0,2336,0,0,0,13495410,5125303,9234,18623049,5127639
951869806_2014,LEGAL AID SOCIETY OF SAN DIEGO,951869806.0,2014.0,06-30-2015,92114.0,3514,0,0,0,12988512,3613017,0,16605043,3616531
951869806_2013,LEGAL AID SOCIETY OF SAN DIEGO,951869806.0,2013.0,06-30-2014,0.0,4012,0,0,0,10148597,3759271,0,13911880,3763283
953031682_2020,ABLEDISABLED ADVOCACY INC,953031682.0,2020.0,09-30-2021,92105.0,0,0,0,0,1945475,284250,220883,2229725,284250
953031682_2019,ABLEDISABLED ADVOCACY INC,953031682.0,2019.0,09-30-2020,92105.0,0,0,0,0,2019536,488151,404620,2507687,488151
953031682_2018,ABLEDISABLED ADVOCACY INC,953031682.0,2018.0,09-30-2019,92105.0,0,0,0,0,1962090,377739,237256,2339829,377739
953031682_2017,ABLEDISABLED ADVOCACY INC,953031682.0,2017.0,09-30-2018,92105.0,0,0,0,0,1996303,141338,49843,2137641,141338
953031682_2016,ABLEDISABLED ADVOCACY INC,953031682.0,2016.0,09-30-2017,92105.0,0,0,0,0,0,2076118,0,2076118,2076118
953031682_2015,ABLEDISABLED ADVOCACY INC,953031682.0,2015.0,09-30-2016,92105.0,0,0,0,0,1677760,16974,0,1694734,16974
953031682_2014,ABLEDISABLED ADVOCACY INC,953031682.0,2014.0,09-30-2015,92105.0,0,0,0,0,1698955,350076,0,2049031,350076
953031682_2013,ABLEDISABLED ADVOCACY INC,953031682.0,2013.0,09-30-2014,0.0,0,0,0,0,1662856,304412,0,1967268,304412
952422704_2021,ACCESS INC,952422704.0,2021.0,06-30-2022,92111.0,0,0,0,0,2333269,400608,0,2733877,400608
952422704_2020,ACCESS INC,952422704.0,2020.0,06-30-2021,92111.0,0,0,0,0,2479269,346767,0,2826036,346767
952422704_2019,ACCESS,952422704.0,2019.0,06-30-2020,92111.0,0,0,0,0,3237974,54220,0,3292194,54220
952422704_2018,ACCESS INC,952422704.0,2018.0,06-30-2019,92111.0,0,0,0,0,3128388,155665,0,3284053,155665
952422704_2017,ACCESS INC,952422704.0,2017.0,06-30-2018,92111.0,0,0,0,0,2983795,229551,0,3213346,229551
952422704_2016,ACCESS INC,952422704.0,2016.0,06-30-2017,92111.0,0,0,0,0,3075472,205477,0,3280949,205477
952422704_2015,ACCESS INC,952422704.0,2015.0,06-30-2016,92111.0,0,0,0,0,2146844,142987,0,2289831,142987
952422704_2014,ACCESS INC,952422704.0,2014.0,06-30-2015,92111.0,0,0,0,0,1945811,158587,0,2104398,158587
952422704_2013,ACCESS INC,952422704.0,2013.0,06-30-2014,0.0,0,0,0,0,1846857,11901,0,1858758,11901
952457354_2021,METROPOLITAN AREA ADVISORY COMMITTEE ON ANTIPOVERTY OF SAN DIEGO COUNTY IN,952457354.0,2021.0,12-31-2021,91911.0,0,0,0,0,44408141,3256460,2136983,47664601,3256460
952457354_2020,METROPOLITAN AREA ADVISORY COMMITTEE ON ANTIPOVERTY OF SAN DIEGO COUNTY IN,952457354.0,2020.0,12-31-2020,91911.0,0,0,0,0,35941636,3522954,2632688,39464590,3522954
952457354_2019,METROPOLITAN AREA ADVISORY COMMITTEE ON ANTIPOVERTY OF SAN DIEGO COUNTY IN,952457354.0,2019.0,12-31-2019,91911.0,0,0,204555,0,35487026,2434789,2298104,38126370,2639344
952457354_2018,METROPOLITAN AREA ADVISORY COMMITTEE ON ANTIPOVERTY OF SAN DIEGO COUNTY IN,952457354.0,2018.0,12-31-2018,91911.0,0,0,35000,0,29811044,2412572,1869374,32258616,2447572
952457354_2017,METROPOLITAN AREA ADVISORY COMMITTEE ON ANTIPOVERTY OF SAN DIEGO COUNTY IN,952457354.0,2017.0,12-31-2017,91911.0,0,0,36800,0,27582015,2269306,2049541,29888121,2306106
952457354_2016,METROPOLITAN AREA ADVISORY COMMITTEE ON ANTIPOVERTY OF SAN DIEGO COUNTY IN,952457354.0,2016.0,12-31-2016,91911.0,0,0,16800,0,28532127,2003551,1738321,30552478,2020351
952457354_2015,METROPOLITAN AREA ADVISORY COMMITTEE ON ANTIPOVERTY OF SAN DIEGO COUNTY IN,952457354.0,2015.0,12-31-2015,91911.0,0,0,125830,0,28333254,925726,893295,29384810,1051556
952457354_2013,METROPOLITAN AREA ADVISORY COMMITTEE ON ANTIPOVERTY OF SAN DIEGO COUNTY INC,952457354.0,2013.0,12-31-2013,0.0,0,0,0,0,0,254541,0,254541,254541
330433314_2021,NATIONAL CONFLICT RESOLUTION CENTER,330433314.0,2021.0,06-30-2022,92101.0,0,0,521275,0,598626,970523,142849,2090424,1491798
330433314_2020,NATIONAL CONFLICT RESOLUTION CENTER,330433314.0,2020.0,06-30-2021,92101.0,0,0,1200,0,462250,2067172,15150,2530622,2068372
330433314_2019,NATIONAL CONFLICT RESOLUTION CENTER,330433314.0,2019.0,06-30-2020,92101.0,0,0,0,0,1178817,986074,0,2164891,986074
270447059_2021,DREAMS FOR CHANGE INC,270447059.0,2021.0,12-31-2021,92176.0,0,0,0,0,845519,229074,0,1074593,229074
270447059_2020,DREAMS FOR CHANGE INC,270447059.0,2020.0,12-31-2020,92176.0,0,0,0,0,717584,434903,0,1152487,434903
270447059_2019,DREAMS FOR CHANGE,270447059.0,2019.0,12-31-2019,92176.0,0,0,0,0,600504,421536,0,1022040,421536
270447059_2018,DREAMS FOR CHANGE,270447059.0,2018.0,12-31-2018,92176.0,0,0,0,0,345041,492397,0,837438,492397
270447059_2017,DREAMS FOR CHANGE,270447059.0,2017.0,12-31-2017,92176.0,0,0,0,0,13723,589875,0,603598,589875
270447059_2016,DREAMS FOR CHANGE,270447059.0,2016.0,12-31-2016,92176.0,0,0,0,0,0,367905,0,367905,367905
270447059_2015,DREAMS FOR CHANGE,270447059.0,2015.0,12-31-2015,92176.0,0,0,0,0,0,363988,0,363988,363988
270447059_2014,DREAMS FOR CHANGE,270447059.0,2014.0,12-31-2014,92176.0,0,0,0,0,0,206298,0,206298,206298
270447059_2013,DREAMS FOR CHANGE,270447059.0,2013.0,12-31-2013,0.0,0,0,0,0,23051,82706,0,105757,82706
942358632_2021,WALDEN ENVIRONMENT DBA WALDEN FAMILY SERVICES,942358632.0,2021.0,06-30-2022,92123.0,0,0,366680,0,16561736,1186451,10000,18114867,1553131
942358632_2020,WALDEN ENVIRONMENT DBA WALDEN FAMILY SERVICES,942358632.0,2020.0,06-30-2021,92123.0,0,0,0,0,17100546,833046,3100,17933592,833046
942358632_2019,WALDEN ENVIRONMENT INC DBA WALDEN FAMILY SERVICES,942358632.0,2019.0,06-30-2020,92123.0,0,0,1071693,0,16055428,658669,35545,17785790,1730362
942358632_2018,WALDEN ENVIRONMENT INC DBA WALDEN FAMILY SERVICES,942358632.0,2018.0,12-31-2018,92123.0,0,0,1007674,0,13353015,441793,681176,14802482,1449467
942358632_2017,WALDEN ENVIRONMENT INC DBA WALDEN FAMILY SERVICES,942358632.0,2017.0,12-31-2017,92123.0,0,0,0,0,0,252500,0,252500,252500
942358632_2016,WALDEN ENVIRONMENT INC DBA WALDEN FAMILY SERVICES,942358632.0,2016.0,12-31-2016,92123.0,0,0,0,0,0,433600,1200,433600,433600
942358632_2015,WALDEN ENVIRONMENT INC DBA WALDEN FAMILY SERVICES,942358632.0,2015.0,12-31-2015,92123.0,0,0,0,0,0,203057,4040,203057,203057
942358632_2014,WALDEN ENVIRONMENT INC DBA WALDEN FAMILY SERVICES,942358632.0,2014.0,12-31-2014,92120.0,0,0,0,0,0,216481,811,216481,216481
942358632_2013,WALDEN ENVIRONMENT INC DBA WALDEN FAMILY SERVICES,942358632.0,2013.0,12-31-2013,0.0,0,0,0,0,0,101535,0,101535,101535
261712580_2022,EQUALITY ALLIANCE OF SAN DIEGO,261712580.0,2022.0,12-31-2022,92112.0,0,0,0,0,0,7171594,0,7171594,7171594
261712580_2021,EQUALITY ALLIANCE OF SAN DIEGO,261712580.0,2021.0,12-31-2021,92112.0,0,0,72165,0,0,4616925,0,4689090,4689090
