,EIN_YEAR,ba,EIN,Tax Year,Tax End Date,Location (Zipcode),Federate Campaigns,Membership Dues,Fundraising Events,Related Organizations,Government Grants,All Other Contributions,Noncash Contributions,Total
201,330497515_2017,Las Palmas Foundation,330497515,2017,12-31-2017,92024,0,0,0,0,0,550,0,550
202,330497515_2016,Las Palmas Foundation,330497515,2016,12-31-2016,92024,0,0,0,0,0,0,0,0
203,330497515_2015,Las Palmas Foundation,330497515,2015,12-31-2015,92024,0,0,0,0,149000,0,0,149000
204,330497515_2014,Las Palmas Foundation,330497515,2014,12-31-2014,92024,0,0,0,0,47171,0,0,47171
205,330497515_2013,LAS PALMAS FOUNDATION,330497515,2013,12-31-2013,0,0,0,0,0,357902,0,0,357902
206,330215585_2021,ALPHA PROJECT FOR THE HOMELESS,330215585,2021,06-30-2022,92103,0,0,212917,0,20294300,3558897,1630789,24066114
207,330215585_2020,ALPHA PROJECT FOR THE HOMELESS,330215585,2020,06-30-2021,92103,0,0,145859,0,18162046,3338814,1199956,21646719
208,330215585_2019,ALPHA PROJECT FOR THE HOMELESS,330215585,2019,06-30-2020,92103,0,0,47749,0,15957289,10930710,1540175,26935748
209,330215585_2018,ALPHA PROJECT FOR THE HOMELESS,330215585,2018,06-30-2019,92103,0,0,0,0,2476001,14101032,1757375,16577033
210,330215585_2017,ALPHA PROJECT FOR THE HOMELESS,330215585,2017,06-30-2018,92103,0,0,0,0,1972019,8974475,1743782,10946494
211,330215585_2016,ALPHA PROJECT FOR THE HOMELESS,330215585,2016,06-30-2017,92103,0,0,0,0,1251303,6178785,1876303,7430088
212,330215585_2015,ALPHA PROJECT FOR THE HOMELESS,330215585,2015,06-30-2016,92103,0,0,0,0,2827016,2417961,1086372,5244977
213,330215585_2014,ALPHA PROJECT FOR THE HOMELESS,330215585,2014,06-30-2015,92103,0,0,0,0,4037724,1847458,676252,5885182
214,330215585_2013,ALPHA PROJECT FOR THE HOMELESS,330215585,2013,06-30-2014,0,0,0,0,0,2065058,4124494,469651,6189552
215,952213995_2021,UNITED WAY OF SAN DIEGO COUNTY,952213995,2021,06-30-2022,92123,4791394,0,0,0,1368458,899021,0,7058873
216,952213995_2020,UNITED WAY OF SAN DIEGO COUNTY,952213995,2020,06-30-2021,92123,5536302,0,108400,0,1403862,742336,0,7790900
217,952213995_2019,UNITED WAY OF SAN DIEGO COUNTY,952213995,2019,06-30-2020,92123,6556292,0,0,0,2803722,1812137,7360,11172151
218,952213995_2018,UNITED WAY OF SAN DIEGO COUNTY,952213995,2018,06-30-2019,92123,7049076,0,70375,0,509810,663710,0,8292971
219,952213995_2017,UNITED WAY OF SAN DIEGO COUNTY,952213995,2017,06-30-2018,92123,7976397,0,0,0,79332,453929,143347,8509658
220,952213995_2016,UNITED WAY OF SAN DIEGO COUNTY,952213995,2016,06-30-2017,92123,11952024,0,107258,0,913342,918225,1833,13890849
221,952213995_2015,UNITED WAY OF SAN DIEGO COUNTY,952213995,2015,06-30-2016,92123,13299476,0,37500,0,901775,754543,10000,14993294
222,952213995_2014,UNITED WAY OF SAN DIEGO COUNTY,952213995,2014,06-30-2015,92123,14528801,0,19500,0,69775,756087,5761,15374163
223,952213995_2013,UNITED WAY OF SAN DIEGO COUNTY,952213995,2013,06-30-2014,0,14649278,0,17000,0,57024,2012161,23815,16735463
224,931008369_2021,ALLIANCE FOR AFRICAN ASSISTANCE,931008369,2021,06-30-2022,92115,0,0,0,0,0,695967,18000,695967
225,931008369_2020,ALLIANCE FOR AFRICAN ASSISTANCE,931008369,2020,06-30-2021,92115,0,0,0,0,175000,127017,0,302017
226,931008369_2019,ALLIANCE FOR AFRICAN ASSISTANCE,931008369,2019,06-30-2020,92115,0,0,42454,0,0,101691,0,144145
227,931008369_2018,ALLIANCE FOR AFRICAN ASSISTANCE,931008369,2018,06-30-2019,92115,0,0,0,0,0,145494,0,145494
228,931008369_2017,ALLIANCE FOR AFRICAN ASSISTANCE,931008369,2017,06-30-2018,92115,0,0,6304,0,0,82574,0,88878
229,931008369_2016,ALLIANCE FOR AFRICAN ASSISTANCE,931008369,2016,06-30-2017,92115,0,0,0,0,0,116000,0,116000
230,931008369_2015,ALLIANCE FOR AFRICAN ASSISTANCE,931008369,2015,06-30-2016,92115,0,0,0,0,0,79620,0,79620
231,952877102_2021,OLIVE CREST,952877102,2021,06-30-2022,92705,0,0,1748370,0,30839048,10756763,1593022,43344181
232,952877102_2020,OLIVE CREST,952877102,2020,06-30-2021,92705,0,0,1059264,0,23230878,7369758,1305317,31659900
233,952877102_2019,OLIVE CREST,952877102,2019,06-30-2020,92705,0,0,869676,0,24484051,6938204,1041307,32291931
234,952877102_2018,OLIVE CREST,952877102,2018,06-30-2019,92705,4000,0,678924,0,23349562,7598041,1550404,31630527
235,952877102_2017,OLIVE CREST,952877102,2017,06-30-2018,92705,96,0,605500,0,16321385,7943754,1400071,24870735
236,952877102_2016,OLIVE CREST,952877102,2016,06-30-2017,92705,10864,0,966205,0,15660595,4203032,1888999,20840696
237,952877102_2015,OLIVE CREST,952877102,2015,06-30-2016,92705,17333,0,797844,0,15325148,5054602,1772273,21194927
238,952877102_2014,OLIVE CREST,952877102,2014,06-30-2015,92705,67625,0,1129690,0,16073654,3965729,2100567,21236698
239,952877102_2013,OLIVE CREST,952877102,2013,06-30-2014,0,76600,0,383135,0,15050240,3736113,1293855,19246088
240,330496092_2021,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092,2021,12-31-2021,92123,0,0,0,0,1863289,10000,0,1873289
241,330496092_2020,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092,2020,12-31-2020,92123,0,0,0,0,2015213,25000,0,2040213
242,330496092_2019,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092,2019,12-31-2019,92123,0,0,0,0,1970684,262742,0,2233426
243,330496092_2018,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092,2018,12-31-2018,92123,0,0,0,0,2193360,231560,0,2424920
244,330496092_2017,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092,2017,12-31-2017,92123,0,0,0,0,1412677,763293,0,2175970
245,330496092_2016,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092,2016,12-31-2016,92123,0,0,82700,0,1528859,1256636,0,2868195
246,330496092_2015,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092,2015,12-31-2015,92123,0,0,74326,0,1470129,338135,0,1882590
247,330496092_2014,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092,2014,12-31-2014,92123,0,0,37687,0,820992,382375,0,1241054
248,330496092_2013,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092,2013,12-31-2013,0,0,0,45878,0,828832,471764,0,1346474
249,952157559_2021,PATHFINDERS OF SAN DIEGO,952157559,2021,06-30-2022,92104,0,0,0,0,1752444,86334,0,1838778
250,952157559_2020,PATHFINDERS OF SAN DIEGO,952157559,2020,06-30-2021,92104,0,0,0,0,1582762,49186,0,1631948
251,952157559_2019,PATHFINDERS OF SAN DIEGO,952157559,2019,06-30-2020,92104,0,0,0,0,1191318,5658,0,1196976
252,952157559_2018,PATHFINDERS OF SAN DIEGO,952157559,2018,06-30-2019,92104,0,0,0,0,1174540,88694,0,1263234
253,952157559_2017,PATHFINDERS OF SAN DIEGO,952157559,2017,06-30-2018,92104,0,0,0,0,544103,44220,0,588323
254,952157559_2016,PATHFINDERS OF SAN DIEGO,952157559,2016,06-30-2017,92104,0,0,0,0,460914,165917,0,626831
255,952157559_2015,PATHFINDERS OF SAN DIEGO,952157559,2015,06-30-2016,92104,0,0,0,0,484499,37895,0,522394
256,952157559_2014,PATHFINDERS OF SAN DIEGO,952157559,2014,06-30-2015,92104,0,0,0,0,482738,52975,0,535713
257,951729734_2020,DOWNTOWN SAN DIEGO PARTNERSHIP INC,951729734,2020,06-30-2021,92101,0,0,327489,0,0,32833,22000,360322
258,951729734_2019,DOWNTOWN SAN DIEGO PARTNERSHIP INC,951729734,2019,06-30-2020,92101,0,0,581885,0,0,15000,0,596885
259,951729734_2018,DOWNTOWN SAN DIEGO PARTNERSHIP INC,951729734,2018,06-30-2019,92101,0,0,569952,0,0,0,0,569952
260,951729734_2017,DOWNTOWN SAN DIEGO PARTNERSHIP INC,951729734,2017,06-30-2018,92101,0,0,548869,0,0,0,0,548869
261,951729734_2016,DOWNTOWN SAN DIEGO PARTNERSHIP INC,951729734,2016,06-30-2017,92101,0,618896,591403,0,0,0,0,1210299
262,951729734_2015,DOWNTOWN SAN DIEGO PARTNERSHIP INC,951729734,2015,06-30-2016,92101,0,581296,0,0,0,133760,0,715056
263,951729734_2014,DOWNTOWN SAN DIEGO PARTNERSHIP INC,951729734,2014,06-30-2015,92101,0,596043,0,0,0,0,0,596043
264,951729734_2013,DOWNTOWN SAN DIEGO PARTNERSHIP INC,951729734,2013,06-30-2014,0,0,530544,0,0,0,0,0,530544
265,550806460_2022,Bilateral Safety Corridor Coalition,550806460,2022,12-31-2022,91950,0,0,0,0,291440,270209,0,570056
266,550806460_2021,Bilateral Safety Corridor Coalition,550806460,2021,12-31-2021,91950,0,0,0,0,239763,227448,0,467211
267,550806460_2020,Bilateral Safety Corridor Coalition,550806460,2020,12-31-2020,91950,0,0,0,0,161068,218547,6000,379615
268,550806460_2019,Bilateral Safety Corridor Coalition,550806460,2019,12-31-2019,91950,0,0,0,0,0,269047,0,269047
269,550806460_2018,BILATERAL SAFETY CORRIDOR COALITION,550806460,2018,12-31-2018,91950,0,0,0,0,0,297479,0,297479
270,550806460_2017,Bilateral Safety Corridor Coalition,550806460,2017,12-31-2017,91950,0,0,0,0,171066,159109,0,330175
271,550806460_2016,Bilateral Safety Corridor Coalition,550806460,2016,12-31-2016,91950,0,0,0,0,188786,236171,0,424957
272,550806460_2015,Bilateral Safety Corridor Coalition,550806460,2015,12-31-2015,91950,0,0,0,0,159442,117018,0,276460
273,571162424_2021,"KINGDOM CAUSES INC
CITY NET BEDROCK CREEK",571162424,2021,12-31-2021,90807,89250,0,0,0,429733,790394,27870,1309377
274,571162424_2020,"KINGDOM CAUSES INC
CITY NET BEDROCK CREEK",571162424,2020,12-31-2020,90807,9965,0,0,0,0,487546,139062,497511
275,571162424_2019,KINGDOM CAUSES INC,571162424,2019,12-31-2019,90807,39087,0,0,0,0,1035566,952925,1074653
276,571162424_2018,"KINGDOM CAUSES INC
DBA City Net Bedrock Creek",571162424,2018,12-31-2018,90807,0,0,0,0,0,113906,0,113906
277,571162424_2017,"KINGDOM CAUSES INC
DBA City Net Bedrock Creek",571162424,2017,12-31-2017,90809,0,0,0,0,22500,172350,0,194850
278,571162424_2016,"KINGDOM CAUSES INC
DBA City Net Bedrock Creek",571162424,2016,12-31-2016,90809,0,0,0,0,45928,100072,0,146000
279,571162424_2015,"KINGDOM CAUSES INC
DBA City Net Bedrock Creek",571162424,2015,12-31-2015,90809,0,0,0,0,57119,177099,0,234218
280,571162424_2014,"KINGDOM CAUSES INC
DBA City Net Bedrock Creek",571162424,2014,12-31-2014,90809,0,0,0,10335,269904,449840,0,730079
281,571162424_2013,"KINGDOM CAUSES INC
DBA City Net Bedrock Creek",571162424,2013,12-31-2013,0,0,0,0,18375,106888,274500,0,399763
282,272917644_2021,Karen Organization of San Diego,272917644,2021,12-31-2021,92105,0,0,0,0,298246,670453,0,968699
283,272917644_2020,Karen Organization of San Diego,272917644,2020,12-31-2020,92105,0,0,0,0,123825,384902,0,508727
284,272917644_2019,Karen Organization of San Diego,272917644,2019,12-31-2019,92105,0,0,0,0,0,169503,0,169503
285,272917644_2018,Karen Organization of San Diego,272917644,2018,12-31-2018,92105,0,0,0,0,0,188071,0,188071
286,272917644_2017,Karen Organization of San Diego,272917644,2017,12-31-2017,92105,0,0,0,0,0,132638,0,135526
287,272917644_2016,Karen Organization of San Diego,272917644,2016,12-31-2016,92105,0,0,0,0,0,139470,0,139470
288,272917644_2015,Karen Organization of San Diego,272917644,2015,12-31-2015,92105,0,0,0,0,0,103388,0,103388
289,952111196_2020,ST PAUL'S EPISCOPAL HOME INC,952111196,2020,08-31-2021,92103,0,0,0,460593,1014136,2605006,15000,4079735
290,952111196_2019,ST PAUL'S EPISCOPAL HOME INC,952111196,2019,08-31-2020,92103,0,0,0,120352,2116459,937706,0,3174517
291,952111196_2018,ST PAUL'S EPISCOPAL HOME INC,952111196,2018,08-31-2019,92103,0,0,0,175050,5330,1620000,0,1800380
292,952111196_2017,ST PAUL'S EPISCOPAL HOME INC,952111196,2017,08-31-2018,92103,0,0,0,277177,0,263586,0,540763
293,952111196_2016,ST PAUL'S EPISCOPAL HOME INC,952111196,2016,08-31-2017,92103,0,0,0,1683986,0,1718750,0,3402736
294,952111196_2014,ST PAUL'S EPISCOPAL HOME INC,952111196,2014,08-31-2015,921036522,0,0,0,503809,83178,0,0,586987
295,952111196_2013,ST PAUL'S EPISCOPAL HOME INC,952111196,2013,08-31-2014,0,0,0,0,0,0,2001843,0,2001843
296,330317950_2021,COMMUNITY HOUSING WORKS,330317950,2021,12-31-2021,92108,0,0,0,1275925,2407658,1487867,0,5171450
297,330317950_2020,COMMUNITY HOUSING WORKS,330317950,2020,12-31-2020,92108,0,0,0,3252996,1628956,1364328,0,6246280
298,330317950_2019,COMMUNITY HOUSING WORKS,330317950,2019,12-31-2019,92108,0,0,0,2915400,1426417,944973,0,5286790
299,330317950_2018,COMMUNITY HOUSING WORKS,330317950,2018,12-31-2018,92108,0,0,0,0,5739760,988317,0,6728077
300,330317950_2017,COMMUNITY HOUSING WORKS,330317950,2017,12-31-2017,92108,0,0,201036,0,847813,557296,0,1606145
301,330317950_2016,COMMUNITY HOUSING WORKS,330317950,2016,12-31-2016,92108,0,0,178333,0,910318,501953,0,1590604
302,330317950_2015,COMMUNITY HOUSING WORKS,330317950,2015,12-31-2015,92108,0,0,0,0,2257896,1355637,0,3613533
303,330317950_2014,COMMUNITY HOUSING WORKS,330317950,2014,12-31-2014,92108,0,0,0,0,0,2127522,0,2127522
304,330317950_2013,COMMUNITY HOUSING WORKS,330317950,2013,12-31-2013,0,0,0,0,0,0,3077285,0,3077285
305,330008269_2021,"ADJOIN
FORMERLY COMMUNITY CATALYSTS OF CA",330008269,2021,12-31-2021,92123,0,0,0,0,11022640,15265,0,11037905
306,330008269_2020,COMMUNITY CATALYSTS OF CALIFORNIA,330008269,2020,12-31-2020,92111,0,0,0,0,7508861,136902,0,7645763
307,330008269_2019,COMMUNITY CATALYSTS OF CALIFORNIA,330008269,2019,12-31-2019,92111,0,0,0,0,4315826,18835,0,4334661
308,330008269_2018,COMMUNITY CATALYSTS OF CALIFORNIA,330008269,2018,12-31-2018,92111,0,0,0,0,4486116,15457,0,4501573
309,330008269_2017,COMMUNITY CATALYSTS OF CALIFORNIA,330008269,2017,12-31-2017,92111,0,0,0,0,4079963,13450,0,4093413
310,330008269_2016,COMMUNITY CATALYSTS OF CALIFORNIA,330008269,2016,12-31-2016,92111,0,0,0,0,4117430,14732,0,4132162
311,330008269_2015,COMMUNITY CATALYSTS OF CALIFORNIA,330008269,2015,12-31-2015,92111,0,0,0,0,2577779,15146,0,2592925
312,330008269_2014,COMMUNITY CATALYSTS OF CALIFORNIA,330008269,2014,12-31-2014,92111,0,0,0,0,2111479,23405,0,2134884
313,330008269_2013,COMMUNITY CATALYSTS OF CALIFORNIA,330008269,2013,12-31-2013,0,0,0,0,0,1057513,29269,0,1086782
314,951869806_2021,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2021,06-30-2022,92114,1540,0,0,0,20005029,372324,6675,20378893
315,951869806_2020,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2020,06-30-2021,92114,2330,0,0,0,16520044,2875583,0,19397957
316,951869806_2019,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2019,06-30-2020,92114,1859,0,0,0,14166199,2669644,0,16837702
317,951869806_2018,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2018,06-30-2019,92114,3151,0,0,0,13243289,3568421,0,16814861
318,951869806_2017,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2017,06-30-2018,92114,3609,0,15000,0,12367467,3883995,0,16270071
319,951869806_2016,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2016,06-30-2017,92114,1677,0,10000,0,12558042,4108352,19250,16678071
320,951869806_2015,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2015,06-30-2016,92114,2336,0,0,0,13495410,5125303,9234,18623049
321,951869806_2014,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2014,06-30-2015,92114,3514,0,0,0,12988512,3613017,0,16605043
322,951869806_2013,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2013,06-30-2014,0,4012,0,0,0,10148597,3759271,0,13911880
323,330492304_2021,SVDP Management Inc,330492304,2021,12-31-2021,921023332,0,0,0,0,1563590,6337890,5901007,7901480
324,330492304_2020,SVDP MANAGEMENT INC,330492304,2020,12-31-2020,921023332,0,0,0,0,4472823,5016886,4787018,9489709
325,330492304_2019,SVDP MANAGEMENT INC,330492304,2019,12-31-2019,921023332,0,0,0,0,578517,15544341,5811788,16122858
326,330492304_2018,SVDP MANAGEMENT INC,330492304,2018,12-31-2018,921023332,0,0,0,0,102020,2137155,2067214,2239175
327,330492304_2017,SVDP MANAGEMENT INC,330492304,2017,12-31-2017,921023332,0,0,0,0,279676,6295355,5923230,6575031
328,330492304_2016,SVDP Management Inc,330492304,2016,12-31-2016,921023332,0,0,0,0,242055,2887758,2649029,3129813
329,330492304_2015,SVDP MANAGEMENT INC,330492304,2015,12-31-2015,921023332,0,0,0,0,560794,2189344,2070609,2750138
330,330492304_2014,SVDP MANAGEMENT INC,330492304,2014,12-31-2014,921023332,0,0,0,0,53414,4343339,3008521,4396753
331,330492304_2013,SVDP MANAGEMENT INC,330492304,2013,12-31-2013,0,0,0,0,0,31775,3870896,3306989,3902671
332,951945256_2021,EPISCOPAL COMMUNITY SERVICES,951945256,2021,06-30-2022,91950,0,0,194185,0,29144007,718360,0,30056552
333,951945256_2020,EPISCOPAL COMMUNITY SERVICES,951945256,2020,06-30-2021,91950,0,0,151115,0,26417739,606991,0,27175845
334,951945256_2019,EPISCOPAL COMMUNITY SERVICES,951945256,2019,06-30-2020,91950,0,0,168750,0,26628948,568432,76845,27366130
335,951945256_2018,EPISCOPAL COMMUNITY SERVICES,951945256,2018,06-30-2019,91950,0,0,137949,0,25902728,527617,129159,26568294
336,951945256_2017,EPISCOPAL COMMUNITY SERVICES,951945256,2017,06-30-2018,91950,0,0,124077,0,23934591,719216,0,24777884
337,951945256_2016,Episcopal Community Services,951945256,2016,06-30-2017,91950,0,0,101625,0,22673613,301556,0,23076794
338,951945256_2015,Episcopal Community Services,951945256,2015,06-30-2016,91950,0,0,51225,0,22100447,340084,0,22491756
339,951945256_2014,EPISCOPAL COMMUNITY SERVICES,951945256,2014,06-30-2015,91950,2158,0,40700,0,21298296,289319,0,21630473
340,951945256_2013,EPISCOPAL COMMUNITY SERVICES,951945256,2013,06-30-2014,0,2552,0,19000,0,19316434,323170,0,19661156
341,331146733_2022,THINK DIGNITY,331146733,2022,12-31-2022,92104,0,0,63722,0,213571,256658,19922,533951
342,331146733_2021,THINK DIGNITY,331146733,2021,12-31-2021,92104,0,0,45695,0,189346,273056,63404,508097
343,331146733_2020,THINK DIGNITY,331146733,2020,12-31-2020,92104,0,0,0,0,217312,305452,37406,522764
344,331146733_2019,THINK DIGNITY,331146733,2019,12-31-2019,92104,0,0,48628,0,129001,125440,43807,303069
345,331146733_2018,THINK DIGNITY,331146733,2018,12-31-2018,92104,0,0,33682,0,114747,324226,25426,472655
346,331146733_2017,THINK DIGNITY,331146733,2017,12-31-2017,92104,0,4925,11158,0,106172,255771,0,381968
347,331146733_2016,Think Dignity,331146733,2016,12-31-2016,92104,0,3445,20231,0,121084,114551,11272,259311
348,331146733_2014,Girls Think Tank,331146733,2014,12-31-2014,92101,0,8885,0,0,0,94368,0,103253
349,821946283_2021,SDHC BUILDING OPPORTUNITIES INC,821946283,2021,06-30-2022,92101,0,0,0,0,0,353094,0,353094
350,821946283_2020,SDHC BUILDING OPPORTUNITIES INC,821946283,2020,06-30-2021,92101,0,0,0,0,0,116000,0,116000
351,821946283_2019,SDHC BUILDING OPPORTUNITIES INC,821946283,2019,06-30-2020,92101,0,0,0,0,0,366114,0,366114
352,953368020_2021,KIKU GARDENS INC,953368020,2021,06-30-2022,91911,0,0,0,0,0,1600,0,1600
353,953368020_2020,Kiku Gardens Inc,953368020,2020,06-30-2021,91911,0,0,0,0,0,500,0,500
354,953368020_2019,Kiku Gardens Inc,953368020,2019,06-30-2020,91911,0,0,0,0,0,1375,0,1375
355,953368020_2018,Kiku Gardens Inc,953368020,2018,06-30-2019,91911,0,0,0,0,0,4500,0,4500
356,953368020_2017,Kiku Gardens Inc,953368020,2017,06-30-2018,91911,0,0,0,0,0,1301200,0,1301200
357,953368020_2016,Kiku Gardens Inc,953368020,2016,06-30-2017,91911,0,0,0,0,0,0,0,0
358,953368020_2015,Kiku Gardens Inc,953368020,2015,06-30-2016,91911,0,0,0,0,0,160,0,1285
359,953368020_2014,KIKU GARDENS INC,953368020,2014,06-30-2015,91911,0,0,0,0,0,0,0,0
360,952653869_2021,CRASH INC,952653869,2021,06-30-2022,92108,0,0,0,0,4752251,13877,0,4766128
361,952653869_2020,CRASH INC,952653869,2020,06-30-2021,92108,0,0,0,0,0,12102,0,12102
362,952653869_2019,CRASH Inc,952653869,2019,06-30-2020,92108,0,0,0,0,0,10140,0,10140
363,952653869_2018,CRASH Inc,952653869,2018,06-30-2019,92108,0,0,0,0,0,19567,0,19567
364,952653869_2017,CRASH Inc,952653869,2017,06-30-2018,92108,0,0,0,0,0,5869,0,5869
365,952653869_2016,CRASH Inc,952653869,2016,06-30-2017,92108,0,0,0,0,0,10393,0,10393
366,952653869_2015,CRASH Inc,952653869,2015,06-30-2016,92108,0,0,0,0,0,12407,0,12407
367,952653869_2014,CRASH Inc,952653869,2014,06-30-2015,92108,0,0,0,0,0,2979,0,2979
368,952653869_2013,CRASH Inc,952653869,2013,06-30-2014,0,0,0,0,0,0,12130,0,12130
369,953837714_2021,Interfaith Community Services Inc,953837714,2021,06-30-2022,92025,0,0,0,0,1841932,7012518,686697,8854450
370,953837714_2020,Interfaith Community Services Inc,953837714,2020,06-30-2021,92025,0,0,0,0,0,8230080,609510,8230080
371,953837714_2019,Interfaith Community Services Inc,953837714,2019,06-30-2020,92025,371,0,0,0,0,7188385,840491,7188756
372,953837714_2018,Interfaith Community Services Inc,953837714,2018,06-30-2019,92025,7874,0,0,0,0,4659335,931132,4667209
373,953837714_2017,Interfaith Community Services Inc,953837714,2017,06-30-2018,92025,2794,0,0,0,0,6715132,859409,6717926
374,953837714_2016,Interfaith Community Services Inc,953837714,2016,06-30-2017,92025,2721,0,0,0,0,8376642,790662,8379363
375,953837714_2015,Interfaith Community Services Inc,953837714,2015,06-30-2016,92025,2401,0,0,0,0,4366929,635553,4369330
376,953837714_2014,Interfaith Community Services Inc,953837714,2014,06-30-2015,92025,3029,0,0,0,0,4472449,665579,4475478
377,953837714_2013,INTERFAITH COMMUNITY SERVICES INC,953837714,2013,06-30-2014,0,6806,0,0,0,0,3613283,887487,3620089
378,465055513_2021,URBAN STREET ANGELS INC,465055513,2021,12-31-2021,92101,0,0,0,0,3099056,482512,0,3581568
379,465055513_2020,URBAN STREET ANGELS INC,465055513,2020,12-31-2020,92101,0,0,0,0,2397198,225223,0,2622421
380,465055513_2019,URBAN STREET ANGELS INC,465055513,2019,12-31-2019,92101,0,0,0,0,1597401,414072,0,2011473
381,465055513_2018,URBAN STREET ANGELS INC,465055513,2018,12-31-2018,92101,0,0,24381,0,713895,112174,0,850450
382,941676390_2021,CALIFORNIA INDIAN LEGAL SERVICES INC,941676390,2021,12-31-2021,95814,0,0,0,0,2186940,161051,0,2347991
383,941676390_2020,CALIFORNIA INDIAN LEGAL SERVICES INC,941676390,2020,12-31-2020,92025,0,0,0,0,2026456,18802,0,2045258
384,270865318_2021,"EAST COUNTY TRANSITIONAL LIVING
CENTER INC",270865318,2021,12-31-2021,92021,0,0,0,0,0,4219724,3264414,4219724
385,270865318_2020,"EAST COUNTY TRANSITIONAL LIVING
CENTER INC",270865318,2020,12-31-2020,92021,0,0,0,0,0,3247868,2243641,3247868
386,270865318_2019,"EAST COUNTY TRANSITIONAL LIVING
CENTER INC",270865318,2019,12-31-2019,92021,0,0,0,0,0,1616436,1140751,1616436
387,270865318_2018,"EAST COUNTY TRANSITIONAL LIVING
CENTER INC",270865318,2018,12-31-2018,92021,0,0,0,0,0,2215373,1511646,2215373
388,270865318_2017,"EAST COUNTY TRANSITIONAL LIVING
CENTER INC",270865318,2017,12-31-2017,92021,0,0,0,0,80004,1549664,905744,1629668
389,270865318_2016,"EAST COUNTY TRANSITIONAL LIVING
CENTER INC",270865318,2016,12-31-2016,92021,0,0,0,0,164573,692054,580726,856627
390,270865318_2015,"EAST COUNTY TRANSITIONAL LIVING
CENTER INC",270865318,2015,12-31-2015,92021,0,0,0,0,77030,633257,412106,710287
391,270865318_2014,"EAST COUNTY TRANSITIONAL
LIVING CENTER INC",270865318,2014,12-31-2014,92021,0,0,0,0,0,205197,75,205197
392,270865318_2013,"EAST COUNTY TRANSITIONAL
LIVING CENTER INC",270865318,2013,12-31-2013,0,0,0,0,0,140946,668090,563555,809036
393,330553704_2021,SAN DIEGO EAST COUNTY CHAMBER FDN,330553704,2021,06-30-2022,92020,0,0,0,0,0,9025,0,9025
394,330553704_2020,SAN DIEGO EAST COUNTY CHAMBER FDN,330553704,2020,06-30-2021,92020,0,0,0,0,0,26081,0,26081
395,330553704_2019,SAN DIEGO EAST COUNTY CHAMBER FDN,330553704,2019,06-30-2020,92020,0,0,0,0,7000,270323,0,277323
396,822363154_2021,VOICES OF OUR CITY CHOIR INC,822363154,2021,12-31-2021,92112,0,0,0,0,98522,524278,17583,622800
397,822363154_2020,Voices of Our City Choir Inc,822363154,2020,12-31-2020,92112,0,0,0,0,70500,330590,0,401090
398,822363154_2019,Voices of Our City Choir Inc,822363154,2019,12-31-2019,92112,0,0,0,0,0,237154,0,237154
399,330006089_2021,Deaf Community Services of San Diego Inc,330006089,2021,06-30-2022,92108,1801,0,0,0,1870912,70092,0,1942805
400,330006089_2020,Deaf Community Services of San Diego Inc,330006089,2020,06-30-2021,92108,1980,0,0,0,1942352,134573,0,2078905
401,330006089_2019,Deaf Community Services of San Diego Inc,330006089,2019,06-30-2020,92108,2787,0,0,0,2656426,144693,0,2803906
402,330006089_2018,Deaf Community Services of San Diego Inc,330006089,2018,06-30-2019,92108,3178,0,34205,0,2111657,165828,0,2314868
403,330006089_2017,Deaf Community Services of San Diego Inc,330006089,2017,06-30-2018,92108,2240,0,0,0,1438267,124495,0,1565002
404,952880426_2021,ELDERHELP OF SAN DIEGO,952880426,2021,06-30-2022,92123,0,0,105366,0,451724,791373,10245,1348463
405,952880426_2020,ELDERHELP OF SAN DIEGO,952880426,2020,06-30-2021,92123,0,0,109324,0,574130,1219917,37648,1903371
406,952880426_2019,ELDERHELP OF SAN DIEGO,952880426,2019,06-30-2020,92123,0,0,51009,0,318368,1075276,34594,1444653
407,952880426_2018,ELDERHELP OF SAN DIEGO,952880426,2018,06-30-2019,92123,0,0,53375,0,313363,762231,37263,1128969
408,952880426_2016,ELDERHELP OF SAN DIEGO,952880426,2016,06-30-2017,92123,0,0,42430,0,357117,1052228,0,1451775
409,952880426_2015,ELDERHELP OF SAN DIEGO,952880426,2015,06-30-2016,92123,0,0,40155,0,345108,916212,0,1301475
410,952880426_2014,ELDERHELP OF SAN DIEGO INC,952880426,2014,06-30-2015,92120,0,0,26324,0,262646,721974,0,1010944
