,EIN_YEAR,Organization Name,EIN,Tax Year,Tax End Date,Location (Zipcode),Federate Campaigns,Membership Dues,Fundraising Events,Related Organizations,Government Grants,All Other Contributions,Noncash Contributions,Total,Philanthropic_Total
60,550806460_2021,BILATERAL SAFETY CORRIDOR COALITION,550806460,2021,04-30-2021,91950,0,0.0,0.0,0.0,19980.25,18954.0,0.0,38934.25,18954.0
60,550806460_2021,BILATERAL SAFETY CORRIDOR COALITION,550806460,2021,05-31-2021,91950,0,0.0,0.0,0.0,19980.25,18954.0,0.0,38934.25,18954.0
60,550806460_2021,BILATERAL SAFETY CORRIDOR COALITION,550806460,2021,06-30-2021,91950,0,0.0,0.0,0.0,19980.25,18954.0,0.0,38934.25,18954.0
60,550806460_2021,BILATERAL SAFETY CORRIDOR COALITION,550806460,2021,07-31-2021,91950,0,0.0,0.0,0.0,19980.25,18954.0,0.0,38934.25,18954.0
60,550806460_2021,BILATERAL SAFETY CORRIDOR COALITION,550806460,2021,08-31-2021,91950,0,0.0,0.0,0.0,19980.25,18954.0,0.0,38934.25,18954.0
60,550806460_2021,BILATERAL SAFETY CORRIDOR COALITION,550806460,2021,09-30-2021,91950,0,0.0,0.0,0.0,19980.25,18954.0,0.0,38934.25,18954.0
60,550806460_2021,BILATERAL SAFETY CORRIDOR COALITION,550806460,2021,10-31-2021,91950,0,0.0,0.0,0.0,19980.25,18954.0,0.0,38934.25,18954.0
60,550806460_2021,BILATERAL SAFETY CORRIDOR COALITION,550806460,2021,11-30-2021,91950,0,0.0,0.0,0.0,19980.25,18954.0,0.0,38934.25,18954.0
60,550806460_2021,BILATERAL SAFETY CORRIDOR COALITION,550806460,2021,12-31-2021,91950,0,0.0,0.0,0.0,19980.25,18954.0,0.0,38934.25,18954.0
61,550806460_2020,BILATERAL SAFETY CORRIDOR COALITION,550806460,2020,01-31-2020,91950,0,0.0,0.0,0.0,13422.333333333334,18212.25,500.0,31634.583333333332,18212.25
61,550806460_2020,BILATERAL SAFETY CORRIDOR COALITION,550806460,2020,02-29-2020,91950,0,0.0,0.0,0.0,13422.333333333334,18212.25,500.0,31634.583333333332,18212.25
61,550806460_2020,BILATERAL SAFETY CORRIDOR COALITION,550806460,2020,03-31-2020,91950,0,0.0,0.0,0.0,13422.333333333334,18212.25,500.0,31634.583333333332,18212.25
61,550806460_2020,BILATERAL SAFETY CORRIDOR COALITION,550806460,2020,04-30-2020,91950,0,0.0,0.0,0.0,13422.333333333334,18212.25,500.0,31634.583333333332,18212.25
61,550806460_2020,BILATERAL SAFETY CORRIDOR COALITION,550806460,2020,05-31-2020,91950,0,0.0,0.0,0.0,13422.333333333334,18212.25,500.0,31634.583333333332,18212.25
61,550806460_2020,BILATERAL SAFETY CORRIDOR COALITION,550806460,2020,06-30-2020,91950,0,0.0,0.0,0.0,13422.333333333334,18212.25,500.0,31634.583333333332,18212.25
61,550806460_2020,BILATERAL SAFETY CORRIDOR COALITION,550806460,2020,07-31-2020,91950,0,0.0,0.0,0.0,13422.333333333334,18212.25,500.0,31634.583333333332,18212.25
61,550806460_2020,BILATERAL SAFETY CORRIDOR COALITION,550806460,2020,08-31-2020,91950,0,0.0,0.0,0.0,13422.333333333334,18212.25,500.0,31634.583333333332,18212.25
61,550806460_2020,BILATERAL SAFETY CORRIDOR COALITION,550806460,2020,09-30-2020,91950,0,0.0,0.0,0.0,13422.333333333334,18212.25,500.0,31634.583333333332,18212.25
61,550806460_2020,BILATERAL SAFETY CORRIDOR COALITION,550806460,2020,10-31-2020,91950,0,0.0,0.0,0.0,13422.333333333334,18212.25,500.0,31634.583333333332,18212.25
61,550806460_2020,BILATERAL SAFETY CORRIDOR COALITION,550806460,2020,11-30-2020,91950,0,0.0,0.0,0.0,13422.333333333334,18212.25,500.0,31634.583333333332,18212.25
61,550806460_2020,BILATERAL SAFETY CORRIDOR COALITION,550806460,2020,12-31-2020,91950,0,0.0,0.0,0.0,13422.333333333334,18212.25,500.0,31634.583333333332,18212.25
62,550806460_2019,BILATERAL SAFETY CORRIDOR COALITION,550806460,2019,01-31-2019,91950,0,0.0,0.0,0.0,0.0,22420.583333333332,0.0,22420.583333333332,22420.583333333332
62,550806460_2019,BILATERAL SAFETY CORRIDOR COALITION,550806460,2019,02-28-2019,91950,0,0.0,0.0,0.0,0.0,22420.583333333332,0.0,22420.583333333332,22420.583333333332
62,550806460_2019,BILATERAL SAFETY CORRIDOR COALITION,550806460,2019,03-31-2019,91950,0,0.0,0.0,0.0,0.0,22420.583333333332,0.0,22420.583333333332,22420.583333333332
62,550806460_2019,BILATERAL SAFETY CORRIDOR COALITION,550806460,2019,04-30-2019,91950,0,0.0,0.0,0.0,0.0,22420.583333333332,0.0,22420.583333333332,22420.583333333332
62,550806460_2019,BILATERAL SAFETY CORRIDOR COALITION,550806460,2019,05-31-2019,91950,0,0.0,0.0,0.0,0.0,22420.583333333332,0.0,22420.583333333332,22420.583333333332
62,550806460_2019,BILATERAL SAFETY CORRIDOR COALITION,550806460,2019,06-30-2019,91950,0,0.0,0.0,0.0,0.0,22420.583333333332,0.0,22420.583333333332,22420.583333333332
62,550806460_2019,BILATERAL SAFETY CORRIDOR COALITION,550806460,2019,07-31-2019,91950,0,0.0,0.0,0.0,0.0,22420.583333333332,0.0,22420.583333333332,22420.583333333332
62,550806460_2019,BILATERAL SAFETY CORRIDOR COALITION,550806460,2019,08-31-2019,91950,0,0.0,0.0,0.0,0.0,22420.583333333332,0.0,22420.583333333332,22420.583333333332
62,550806460_2019,BILATERAL SAFETY CORRIDOR COALITION,550806460,2019,09-30-2019,91950,0,0.0,0.0,0.0,0.0,22420.583333333332,0.0,22420.583333333332,22420.583333333332
62,550806460_2019,BILATERAL SAFETY CORRIDOR COALITION,550806460,2019,10-31-2019,91950,0,0.0,0.0,0.0,0.0,22420.583333333332,0.0,22420.583333333332,22420.583333333332
62,550806460_2019,BILATERAL SAFETY CORRIDOR COALITION,550806460,2019,11-30-2019,91950,0,0.0,0.0,0.0,0.0,22420.583333333332,0.0,22420.583333333332,22420.583333333332
62,550806460_2019,BILATERAL SAFETY CORRIDOR COALITION,550806460,2019,12-31-2019,91950,0,0.0,0.0,0.0,0.0,22420.583333333332,0.0,22420.583333333332,22420.583333333332
63,550806460_2018,BILATERAL SAFETY CORRIDOR COALITION,550806460,2018,01-31-2018,91950,0,0.0,0.0,0.0,0.0,24789.916666666668,0.0,24789.916666666668,24789.916666666668
63,550806460_2018,BILATERAL SAFETY CORRIDOR COALITION,550806460,2018,02-28-2018,91950,0,0.0,0.0,0.0,0.0,24789.916666666668,0.0,24789.916666666668,24789.916666666668
63,550806460_2018,BILATERAL SAFETY CORRIDOR COALITION,550806460,2018,03-31-2018,91950,0,0.0,0.0,0.0,0.0,24789.916666666668,0.0,24789.916666666668,24789.916666666668
63,550806460_2018,BILATERAL SAFETY CORRIDOR COALITION,550806460,2018,04-30-2018,91950,0,0.0,0.0,0.0,0.0,24789.916666666668,0.0,24789.916666666668,24789.916666666668
63,550806460_2018,BILATERAL SAFETY CORRIDOR COALITION,550806460,2018,05-31-2018,91950,0,0.0,0.0,0.0,0.0,24789.916666666668,0.0,24789.916666666668,24789.916666666668
63,550806460_2018,BILATERAL SAFETY CORRIDOR COALITION,550806460,2018,06-30-2018,91950,0,0.0,0.0,0.0,0.0,24789.916666666668,0.0,24789.916666666668,24789.916666666668
63,550806460_2018,BILATERAL SAFETY CORRIDOR COALITION,550806460,2018,07-31-2018,91950,0,0.0,0.0,0.0,0.0,24789.916666666668,0.0,24789.916666666668,24789.916666666668
63,550806460_2018,BILATERAL SAFETY CORRIDOR COALITION,550806460,2018,08-31-2018,91950,0,0.0,0.0,0.0,0.0,24789.916666666668,0.0,24789.916666666668,24789.916666666668
63,550806460_2018,BILATERAL SAFETY CORRIDOR COALITION,550806460,2018,09-30-2018,91950,0,0.0,0.0,0.0,0.0,24789.916666666668,0.0,24789.916666666668,24789.916666666668
63,550806460_2018,BILATERAL SAFETY CORRIDOR COALITION,550806460,2018,10-31-2018,91950,0,0.0,0.0,0.0,0.0,24789.916666666668,0.0,24789.916666666668,24789.916666666668
63,550806460_2018,BILATERAL SAFETY CORRIDOR COALITION,550806460,2018,11-30-2018,91950,0,0.0,0.0,0.0,0.0,24789.916666666668,0.0,24789.916666666668,24789.916666666668
63,550806460_2018,BILATERAL SAFETY CORRIDOR COALITION,550806460,2018,12-31-2018,91950,0,0.0,0.0,0.0,0.0,24789.916666666668,0.0,24789.916666666668,24789.916666666668
64,550806460_2017,BILATERAL SAFETY CORRIDOR COALITION,550806460,2017,01-31-2017,91950,0,0.0,0.0,0.0,14255.5,13259.083333333334,0.0,27514.583333333332,13259.083333333334
64,550806460_2017,BILATERAL SAFETY CORRIDOR COALITION,550806460,2017,02-28-2017,91950,0,0.0,0.0,0.0,14255.5,13259.083333333334,0.0,27514.583333333332,13259.083333333334
64,550806460_2017,BILATERAL SAFETY CORRIDOR COALITION,550806460,2017,03-31-2017,91950,0,0.0,0.0,0.0,14255.5,13259.083333333334,0.0,27514.583333333332,13259.083333333334
64,550806460_2017,BILATERAL SAFETY CORRIDOR COALITION,550806460,2017,04-30-2017,91950,0,0.0,0.0,0.0,14255.5,13259.083333333334,0.0,27514.583333333332,13259.083333333334
64,550806460_2017,BILATERAL SAFETY CORRIDOR COALITION,550806460,2017,05-31-2017,91950,0,0.0,0.0,0.0,14255.5,13259.083333333334,0.0,27514.583333333332,13259.083333333334
64,550806460_2017,BILATERAL SAFETY CORRIDOR COALITION,550806460,2017,06-30-2017,91950,0,0.0,0.0,0.0,14255.5,13259.083333333334,0.0,27514.583333333332,13259.083333333334
64,550806460_2017,BILATERAL SAFETY CORRIDOR COALITION,550806460,2017,07-31-2017,91950,0,0.0,0.0,0.0,14255.5,13259.083333333334,0.0,27514.583333333332,13259.083333333334
64,550806460_2017,BILATERAL SAFETY CORRIDOR COALITION,550806460,2017,08-31-2017,91950,0,0.0,0.0,0.0,14255.5,13259.083333333334,0.0,27514.583333333332,13259.083333333334
64,550806460_2017,BILATERAL SAFETY CORRIDOR COALITION,550806460,2017,09-30-2017,91950,0,0.0,0.0,0.0,14255.5,13259.083333333334,0.0,27514.583333333332,13259.083333333334
64,550806460_2017,BILATERAL SAFETY CORRIDOR COALITION,550806460,2017,10-31-2017,91950,0,0.0,0.0,0.0,14255.5,13259.083333333334,0.0,27514.583333333332,13259.083333333334
64,550806460_2017,BILATERAL SAFETY CORRIDOR COALITION,550806460,2017,11-30-2017,91950,0,0.0,0.0,0.0,14255.5,13259.083333333334,0.0,27514.583333333332,13259.083333333334
64,550806460_2017,BILATERAL SAFETY CORRIDOR COALITION,550806460,2017,12-31-2017,91950,0,0.0,0.0,0.0,14255.5,13259.083333333334,0.0,27514.583333333332,13259.083333333334
65,550806460_2016,BILATERAL SAFETY CORRIDOR COALITION,550806460,2016,01-31-2016,91950,0,0.0,0.0,0.0,15732.166666666666,19680.916666666668,0.0,35413.083333333336,19680.916666666668
65,550806460_2016,BILATERAL SAFETY CORRIDOR COALITION,550806460,2016,02-29-2016,91950,0,0.0,0.0,0.0,15732.166666666666,19680.916666666668,0.0,35413.083333333336,19680.916666666668
65,550806460_2016,BILATERAL SAFETY CORRIDOR COALITION,550806460,2016,03-31-2016,91950,0,0.0,0.0,0.0,15732.166666666666,19680.916666666668,0.0,35413.083333333336,19680.916666666668
65,550806460_2016,BILATERAL SAFETY CORRIDOR COALITION,550806460,2016,04-30-2016,91950,0,0.0,0.0,0.0,15732.166666666666,19680.916666666668,0.0,35413.083333333336,19680.916666666668
65,550806460_2016,BILATERAL SAFETY CORRIDOR COALITION,550806460,2016,05-31-2016,91950,0,0.0,0.0,0.0,15732.166666666666,19680.916666666668,0.0,35413.083333333336,19680.916666666668
65,550806460_2016,BILATERAL SAFETY CORRIDOR COALITION,550806460,2016,06-30-2016,91950,0,0.0,0.0,0.0,15732.166666666666,19680.916666666668,0.0,35413.083333333336,19680.916666666668
65,550806460_2016,BILATERAL SAFETY CORRIDOR COALITION,550806460,2016,07-31-2016,91950,0,0.0,0.0,0.0,15732.166666666666,19680.916666666668,0.0,35413.083333333336,19680.916666666668
65,550806460_2016,BILATERAL SAFETY CORRIDOR COALITION,550806460,2016,08-31-2016,91950,0,0.0,0.0,0.0,15732.166666666666,19680.916666666668,0.0,35413.083333333336,19680.916666666668
65,550806460_2016,BILATERAL SAFETY CORRIDOR COALITION,550806460,2016,09-30-2016,91950,0,0.0,0.0,0.0,15732.166666666666,19680.916666666668,0.0,35413.083333333336,19680.916666666668
65,550806460_2016,BILATERAL SAFETY CORRIDOR COALITION,550806460,2016,10-31-2016,91950,0,0.0,0.0,0.0,15732.166666666666,19680.916666666668,0.0,35413.083333333336,19680.916666666668
65,550806460_2016,BILATERAL SAFETY CORRIDOR COALITION,550806460,2016,11-30-2016,91950,0,0.0,0.0,0.0,15732.166666666666,19680.916666666668,0.0,35413.083333333336,19680.916666666668
65,550806460_2016,BILATERAL SAFETY CORRIDOR COALITION,550806460,2016,12-31-2016,91950,0,0.0,0.0,0.0,15732.166666666666,19680.916666666668,0.0,35413.083333333336,19680.916666666668
66,550806460_2015,BILATERAL SAFETY CORRIDOR COALITION,550806460,2015,01-31-2015,91950,0,0.0,0.0,0.0,13286.833333333334,9751.5,0.0,23038.333333333332,9751.5
66,550806460_2015,BILATERAL SAFETY CORRIDOR COALITION,550806460,2015,02-28-2015,91950,0,0.0,0.0,0.0,13286.833333333334,9751.5,0.0,23038.333333333332,9751.5
66,550806460_2015,BILATERAL SAFETY CORRIDOR COALITION,550806460,2015,03-31-2015,91950,0,0.0,0.0,0.0,13286.833333333334,9751.5,0.0,23038.333333333332,9751.5
66,550806460_2015,BILATERAL SAFETY CORRIDOR COALITION,550806460,2015,04-30-2015,91950,0,0.0,0.0,0.0,13286.833333333334,9751.5,0.0,23038.333333333332,9751.5
66,550806460_2015,BILATERAL SAFETY CORRIDOR COALITION,550806460,2015,05-31-2015,91950,0,0.0,0.0,0.0,13286.833333333334,9751.5,0.0,23038.333333333332,9751.5
66,550806460_2015,BILATERAL SAFETY CORRIDOR COALITION,550806460,2015,06-30-2015,91950,0,0.0,0.0,0.0,13286.833333333334,9751.5,0.0,23038.333333333332,9751.5
66,550806460_2015,BILATERAL SAFETY CORRIDOR COALITION,550806460,2015,07-31-2015,91950,0,0.0,0.0,0.0,13286.833333333334,9751.5,0.0,23038.333333333332,9751.5
66,550806460_2015,BILATERAL SAFETY CORRIDOR COALITION,550806460,2015,08-31-2015,91950,0,0.0,0.0,0.0,13286.833333333334,9751.5,0.0,23038.333333333332,9751.5
66,550806460_2015,BILATERAL SAFETY CORRIDOR COALITION,550806460,2015,09-30-2015,91950,0,0.0,0.0,0.0,13286.833333333334,9751.5,0.0,23038.333333333332,9751.5
66,550806460_2015,BILATERAL SAFETY CORRIDOR COALITION,550806460,2015,10-31-2015,91950,0,0.0,0.0,0.0,13286.833333333334,9751.5,0.0,23038.333333333332,9751.5
66,550806460_2015,BILATERAL SAFETY CORRIDOR COALITION,550806460,2015,11-30-2015,91950,0,0.0,0.0,0.0,13286.833333333334,9751.5,0.0,23038.333333333332,9751.5
66,550806460_2015,BILATERAL SAFETY CORRIDOR COALITION,550806460,2015,12-31-2015,91950,0,0.0,0.0,0.0,13286.833333333334,9751.5,0.0,23038.333333333332,9751.5
67,953302967_2021,MENTAL HEALTH SYSTEMS INC,953302967,2021,07-31-2021,92123,0,0.0,0.0,0.0,7796223.166666667,22607.583333333332,0.0,7818830.75,22607.583333333332
67,953302967_2021,MENTAL HEALTH SYSTEMS INC,953302967,2021,08-31-2021,92123,0,0.0,0.0,0.0,7796223.166666667,22607.583333333332,0.0,7818830.75,22607.583333333332
67,953302967_2021,MENTAL HEALTH SYSTEMS INC,953302967,2021,09-30-2021,92123,0,0.0,0.0,0.0,7796223.166666667,22607.583333333332,0.0,7818830.75,22607.583333333332
67,953302967_2021,MENTAL HEALTH SYSTEMS INC,953302967,2021,10-31-2021,92123,0,0.0,0.0,0.0,7796223.166666667,22607.583333333332,0.0,7818830.75,22607.583333333332
67,953302967_2021,MENTAL HEALTH SYSTEMS INC,953302967,2021,11-30-2021,92123,0,0.0,0.0,0.0,7796223.166666667,22607.583333333332,0.0,7818830.75,22607.583333333332
67,953302967_2021,MENTAL HEALTH SYSTEMS INC,953302967,2021,12-31-2021,92123,0,0.0,0.0,0.0,7796223.166666667,22607.583333333332,0.0,7818830.75,22607.583333333332
67,953302967_2021,MENTAL HEALTH SYSTEMS INC,953302967,2021,01-31-2022,92123,0,0.0,0.0,0.0,7796223.166666667,22607.583333333332,0.0,7818830.75,22607.583333333332
67,953302967_2021,MENTAL HEALTH SYSTEMS INC,953302967,2021,02-28-2022,92123,0,0.0,0.0,0.0,7796223.166666667,22607.583333333332,0.0,7818830.75,22607.583333333332
67,953302967_2021,MENTAL HEALTH SYSTEMS INC,953302967,2021,03-31-2022,92123,0,0.0,0.0,0.0,7796223.166666667,22607.583333333332,0.0,7818830.75,22607.583333333332
67,953302967_2021,MENTAL HEALTH SYSTEMS INC,953302967,2021,04-30-2022,92123,0,0.0,0.0,0.0,7796223.166666667,22607.583333333332,0.0,7818830.75,22607.583333333332
67,953302967_2021,MENTAL HEALTH SYSTEMS INC,953302967,2021,05-31-2022,92123,0,0.0,0.0,0.0,7796223.166666667,22607.583333333332,0.0,7818830.75,22607.583333333332
67,953302967_2021,MENTAL HEALTH SYSTEMS INC,953302967,2021,06-30-2022,92123,0,0.0,0.0,0.0,7796223.166666667,22607.583333333332,0.0,7818830.75,22607.583333333332
68,953302967_2020,MENTAL HEALTH SYSTEMS INC,953302967,2020,07-31-2020,92123,0,0.0,0.0,0.0,8217658.916666667,2099.75,0.0,8219758.666666667,2099.75
68,953302967_2020,MENTAL HEALTH SYSTEMS INC,953302967,2020,08-31-2020,92123,0,0.0,0.0,0.0,8217658.916666667,2099.75,0.0,8219758.666666667,2099.75
68,953302967_2020,MENTAL HEALTH SYSTEMS INC,953302967,2020,09-30-2020,92123,0,0.0,0.0,0.0,8217658.916666667,2099.75,0.0,8219758.666666667,2099.75
68,953302967_2020,MENTAL HEALTH SYSTEMS INC,953302967,2020,10-31-2020,92123,0,0.0,0.0,0.0,8217658.916666667,2099.75,0.0,8219758.666666667,2099.75
68,953302967_2020,MENTAL HEALTH SYSTEMS INC,953302967,2020,11-30-2020,92123,0,0.0,0.0,0.0,8217658.916666667,2099.75,0.0,8219758.666666667,2099.75
68,953302967_2020,MENTAL HEALTH SYSTEMS INC,953302967,2020,12-31-2020,92123,0,0.0,0.0,0.0,8217658.916666667,2099.75,0.0,8219758.666666667,2099.75
68,953302967_2020,MENTAL HEALTH SYSTEMS INC,953302967,2020,01-31-2021,92123,0,0.0,0.0,0.0,8217658.916666667,2099.75,0.0,8219758.666666667,2099.75
68,953302967_2020,MENTAL HEALTH SYSTEMS INC,953302967,2020,02-28-2021,92123,0,0.0,0.0,0.0,8217658.916666667,2099.75,0.0,8219758.666666667,2099.75
68,953302967_2020,MENTAL HEALTH SYSTEMS INC,953302967,2020,03-31-2021,92123,0,0.0,0.0,0.0,8217658.916666667,2099.75,0.0,8219758.666666667,2099.75
68,953302967_2020,MENTAL HEALTH SYSTEMS INC,953302967,2020,04-30-2021,92123,0,0.0,0.0,0.0,8217658.916666667,2099.75,0.0,8219758.666666667,2099.75
68,953302967_2020,MENTAL HEALTH SYSTEMS INC,953302967,2020,05-31-2021,92123,0,0.0,0.0,0.0,8217658.916666667,2099.75,0.0,8219758.666666667,2099.75
68,953302967_2020,MENTAL HEALTH SYSTEMS INC,953302967,2020,06-30-2021,92123,0,0.0,0.0,0.0,8217658.916666667,2099.75,0.0,8219758.666666667,2099.75
69,953302967_2019,MENTAL HEALTH SYSTEMS INC,953302967,2019,07-31-2019,92123,0,0.0,0.0,0.0,7504117.25,2739.1666666666665,0.0,7506856.416666667,2739.1666666666665
69,953302967_2019,MENTAL HEALTH SYSTEMS INC,953302967,2019,08-31-2019,92123,0,0.0,0.0,0.0,7504117.25,2739.1666666666665,0.0,7506856.416666667,2739.1666666666665
69,953302967_2019,MENTAL HEALTH SYSTEMS INC,953302967,2019,09-30-2019,92123,0,0.0,0.0,0.0,7504117.25,2739.1666666666665,0.0,7506856.416666667,2739.1666666666665
69,953302967_2019,MENTAL HEALTH SYSTEMS INC,953302967,2019,10-31-2019,92123,0,0.0,0.0,0.0,7504117.25,2739.1666666666665,0.0,7506856.416666667,2739.1666666666665
69,953302967_2019,MENTAL HEALTH SYSTEMS INC,953302967,2019,11-30-2019,92123,0,0.0,0.0,0.0,7504117.25,2739.1666666666665,0.0,7506856.416666667,2739.1666666666665
69,953302967_2019,MENTAL HEALTH SYSTEMS INC,953302967,2019,12-31-2019,92123,0,0.0,0.0,0.0,7504117.25,2739.1666666666665,0.0,7506856.416666667,2739.1666666666665
69,953302967_2019,MENTAL HEALTH SYSTEMS INC,953302967,2019,01-31-2020,92123,0,0.0,0.0,0.0,7504117.25,2739.1666666666665,0.0,7506856.416666667,2739.1666666666665
69,953302967_2019,MENTAL HEALTH SYSTEMS INC,953302967,2019,02-29-2020,92123,0,0.0,0.0,0.0,7504117.25,2739.1666666666665,0.0,7506856.416666667,2739.1666666666665
69,953302967_2019,MENTAL HEALTH SYSTEMS INC,953302967,2019,03-31-2020,92123,0,0.0,0.0,0.0,7504117.25,2739.1666666666665,0.0,7506856.416666667,2739.1666666666665
69,953302967_2019,MENTAL HEALTH SYSTEMS INC,953302967,2019,04-30-2020,92123,0,0.0,0.0,0.0,7504117.25,2739.1666666666665,0.0,7506856.416666667,2739.1666666666665
69,953302967_2019,MENTAL HEALTH SYSTEMS INC,953302967,2019,05-31-2020,92123,0,0.0,0.0,0.0,7504117.25,2739.1666666666665,0.0,7506856.416666667,2739.1666666666665
69,953302967_2019,MENTAL HEALTH SYSTEMS INC,953302967,2019,06-30-2020,92123,0,0.0,0.0,0.0,7504117.25,2739.1666666666665,0.0,7506856.416666667,2739.1666666666665
70,953302967_2018,MENTAL HEALTH SYSTEMS INC,953302967,2018,07-31-2018,92123,0,0.0,0.0,0.0,5921845.25,6496.75,0.0,5928342.0,6496.75
70,953302967_2018,MENTAL HEALTH SYSTEMS INC,953302967,2018,08-31-2018,92123,0,0.0,0.0,0.0,5921845.25,6496.75,0.0,5928342.0,6496.75
70,953302967_2018,MENTAL HEALTH SYSTEMS INC,953302967,2018,09-30-2018,92123,0,0.0,0.0,0.0,5921845.25,6496.75,0.0,5928342.0,6496.75
70,953302967_2018,MENTAL HEALTH SYSTEMS INC,953302967,2018,10-31-2018,92123,0,0.0,0.0,0.0,5921845.25,6496.75,0.0,5928342.0,6496.75
70,953302967_2018,MENTAL HEALTH SYSTEMS INC,953302967,2018,11-30-2018,92123,0,0.0,0.0,0.0,5921845.25,6496.75,0.0,5928342.0,6496.75
70,953302967_2018,MENTAL HEALTH SYSTEMS INC,953302967,2018,12-31-2018,92123,0,0.0,0.0,0.0,5921845.25,6496.75,0.0,5928342.0,6496.75
70,953302967_2018,MENTAL HEALTH SYSTEMS INC,953302967,2018,01-31-2019,92123,0,0.0,0.0,0.0,5921845.25,6496.75,0.0,5928342.0,6496.75
70,953302967_2018,MENTAL HEALTH SYSTEMS INC,953302967,2018,02-28-2019,92123,0,0.0,0.0,0.0,5921845.25,6496.75,0.0,5928342.0,6496.75
70,953302967_2018,MENTAL HEALTH SYSTEMS INC,953302967,2018,03-31-2019,92123,0,0.0,0.0,0.0,5921845.25,6496.75,0.0,5928342.0,6496.75
70,953302967_2018,MENTAL HEALTH SYSTEMS INC,953302967,2018,04-30-2019,92123,0,0.0,0.0,0.0,5921845.25,6496.75,0.0,5928342.0,6496.75
70,953302967_2018,MENTAL HEALTH SYSTEMS INC,953302967,2018,05-31-2019,92123,0,0.0,0.0,0.0,5921845.25,6496.75,0.0,5928342.0,6496.75
70,953302967_2018,MENTAL HEALTH SYSTEMS INC,953302967,2018,06-30-2019,92123,0,0.0,0.0,0.0,5921845.25,6496.75,0.0,5928342.0,6496.75
71,953302967_2017,MENTAL HEALTH SYSTEMS INC,953302967,2017,07-31-2017,92123,0,0.0,0.0,0.0,5161287.0,6593.333333333333,0.0,5167880.333333333,6593.333333333333
71,953302967_2017,MENTAL HEALTH SYSTEMS INC,953302967,2017,08-31-2017,92123,0,0.0,0.0,0.0,5161287.0,6593.333333333333,0.0,5167880.333333333,6593.333333333333
71,953302967_2017,MENTAL HEALTH SYSTEMS INC,953302967,2017,09-30-2017,92123,0,0.0,0.0,0.0,5161287.0,6593.333333333333,0.0,5167880.333333333,6593.333333333333
71,953302967_2017,MENTAL HEALTH SYSTEMS INC,953302967,2017,10-31-2017,92123,0,0.0,0.0,0.0,5161287.0,6593.333333333333,0.0,5167880.333333333,6593.333333333333
71,953302967_2017,MENTAL HEALTH SYSTEMS INC,953302967,2017,11-30-2017,92123,0,0.0,0.0,0.0,5161287.0,6593.333333333333,0.0,5167880.333333333,6593.333333333333
71,953302967_2017,MENTAL HEALTH SYSTEMS INC,953302967,2017,12-31-2017,92123,0,0.0,0.0,0.0,5161287.0,6593.333333333333,0.0,5167880.333333333,6593.333333333333
71,953302967_2017,MENTAL HEALTH SYSTEMS INC,953302967,2017,01-31-2018,92123,0,0.0,0.0,0.0,5161287.0,6593.333333333333,0.0,5167880.333333333,6593.333333333333
71,953302967_2017,MENTAL HEALTH SYSTEMS INC,953302967,2017,02-28-2018,92123,0,0.0,0.0,0.0,5161287.0,6593.333333333333,0.0,5167880.333333333,6593.333333333333
71,953302967_2017,MENTAL HEALTH SYSTEMS INC,953302967,2017,03-31-2018,92123,0,0.0,0.0,0.0,5161287.0,6593.333333333333,0.0,5167880.333333333,6593.333333333333
71,953302967_2017,MENTAL HEALTH SYSTEMS INC,953302967,2017,04-30-2018,92123,0,0.0,0.0,0.0,5161287.0,6593.333333333333,0.0,5167880.333333333,6593.333333333333
71,953302967_2017,MENTAL HEALTH SYSTEMS INC,953302967,2017,05-31-2018,92123,0,0.0,0.0,0.0,5161287.0,6593.333333333333,0.0,5167880.333333333,6593.333333333333
71,953302967_2017,MENTAL HEALTH SYSTEMS INC,953302967,2017,06-30-2018,92123,0,0.0,0.0,0.0,5161287.0,6593.333333333333,0.0,5167880.333333333,6593.333333333333
72,953302967_2016,MENTAL HEALTH SYSTEMS INC,953302967,2016,07-31-2016,92123,0,0.0,0.0,0.0,5169213.5,6552.333333333333,0.0,5175765.833333333,6552.333333333333
72,953302967_2016,MENTAL HEALTH SYSTEMS INC,953302967,2016,08-31-2016,92123,0,0.0,0.0,0.0,5169213.5,6552.333333333333,0.0,5175765.833333333,6552.333333333333
72,953302967_2016,MENTAL HEALTH SYSTEMS INC,953302967,2016,09-30-2016,92123,0,0.0,0.0,0.0,5169213.5,6552.333333333333,0.0,5175765.833333333,6552.333333333333
72,953302967_2016,MENTAL HEALTH SYSTEMS INC,953302967,2016,10-31-2016,92123,0,0.0,0.0,0.0,5169213.5,6552.333333333333,0.0,5175765.833333333,6552.333333333333
72,953302967_2016,MENTAL HEALTH SYSTEMS INC,953302967,2016,11-30-2016,92123,0,0.0,0.0,0.0,5169213.5,6552.333333333333,0.0,5175765.833333333,6552.333333333333
72,953302967_2016,MENTAL HEALTH SYSTEMS INC,953302967,2016,12-31-2016,92123,0,0.0,0.0,0.0,5169213.5,6552.333333333333,0.0,5175765.833333333,6552.333333333333
72,953302967_2016,MENTAL HEALTH SYSTEMS INC,953302967,2016,01-31-2017,92123,0,0.0,0.0,0.0,5169213.5,6552.333333333333,0.0,5175765.833333333,6552.333333333333
