EIN_YEAR,Organization Name,EIN,Tax Year,Tax End Date,Location (Zipcode),Federate Campaigns,Membership Dues,Fundraising Events,Related Organizations,Government Grants,All Other Contributions,Noncash Contributions,Total,Philanthropic_Total
952877102_2016,OLIVE CREST,952877102,2016,06-30-2017,92705,10864,0,966205,0,15660595,4203032,1888999,20840696,5180101
952877102_2015,OLIVE CREST,952877102,2015,06-30-2016,92705,17333,0,797844,0,15325148,5054602,1772273,21194927,5869779
952877102_2014,OLIVE CREST,952877102,2014,06-30-2015,92705,67625,0,1129690,0,16073654,3965729,2100567,21236698,5163044
952877102_2013,OLIVE CREST,952877102,2013,06-30-2014,0,76600,0,383135,0,15050240,3736113,1293855,19246088,4195848
330553621_2021,THE SALVATION ARMY SAN DIEGO RESIDENCES INC,330553621,2021,09-30-2022,90275,0,0,0,0,754793,0,0,754793,0
330553621_2020,THE SALVATION ARMY SAN DIEGO RESIDENCES INC,330553621,2020,09-30-2021,90275,0,0,0,0,784501,0,0,784501,0
330553621_2019,THE SALVATION ARMY SAN DIEGO RESIDENCES INC,330553621,2019,09-30-2020,90275,0,0,0,0,786788,0,0,786788,0
330553621_2018,THE SALVATION ARMY SAN DIEGO RESIDENCES INC,330553621,2018,09-30-2019,90275,0,0,0,0,745913,0,0,745913,0
330553621_2017,THE SALVATION ARMY SAN DIEGO RESIDENCES INC,330553621,2017,09-30-2018,90275,0,0,0,0,712870,0,0,712870,0
330553621_2016,THE SALVATION ARMY SAN DIEGO RESIDENCES INC,330553621,2016,09-30-2017,90802,0,0,0,0,665873,0,0,665873,0
330553621_2015,THE SALVATION ARMY SAN DIEGO RESIDENCES INC,330553621,2015,09-30-2016,90802,0,0,0,0,621388,0,0,621388,0
953244085_2021,NEW ALTERNATIVES INC,953244085,2021,12-31-2021,92163,0,0,0,0,0,205330,0,205330,205330
953244085_2020,NEW ALTERNATIVES INC,953244085,2020,12-31-2020,92163,0,0,0,0,0,138850,0,138850,138850
953244085_2019,NEW ALTERNATIVESINC,953244085,2019,12-31-2019,92163,0,0,0,0,0,291658,0,291658,291658
953244085_2018,NEW ALTERNATIVESINC,953244085,2018,12-31-2018,92163,0,0,0,0,0,390047,0,390047,390047
953244085_2017,NEW ALTERNATIVESINC,953244085,2017,12-31-2017,92163,0,0,0,0,29308,741356,0,770664,741356
953244085_2016,NEW ALTERNATIVESINC,953244085,2016,12-31-2016,92163,0,0,0,0,0,274792,0,274792,274792
953244085_2015,NEW ALTERNATIVESINC,953244085,2015,12-31-2015,92163,0,0,0,0,0,467092,0,467092,467092
953244085_2014,NEW ALTERNATIVESINC,953244085,2014,12-31-2014,92163,0,0,0,0,0,347574,22000,347574,347574
953244085_2013,NEW ALTERNATIVESINC,953244085,2013,12-31-2013,0,0,0,0,0,0,414625,0,414625,414625
951869806_2021,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2021,06-30-2022,92114,1540,0,0,0,20005029,372324,6675,20378893,373864
951869806_2020,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2020,06-30-2021,92114,2330,0,0,0,16520044,2875583,0,19397957,2877913
951869806_2019,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2019,06-30-2020,92114,1859,0,0,0,14166199,2669644,0,16837702,2671503
951869806_2018,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2018,06-30-2019,92114,3151,0,0,0,13243289,3568421,0,16814861,3571572
951869806_2017,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2017,06-30-2018,92114,3609,0,15000,0,12367467,3883995,0,16270071,3902604
951869806_2016,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2016,06-30-2017,92114,1677,0,10000,0,12558042,4108352,19250,16678071,4120029
951869806_2015,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2015,06-30-2016,92114,2336,0,0,0,13495410,5125303,9234,18623049,5127639
951869806_2014,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2014,06-30-2015,92114,3514,0,0,0,12988512,3613017,0,16605043,3616531
951869806_2013,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2013,06-30-2014,0,4012,0,0,0,10148597,3759271,0,13911880,3763283
941676390_2021,CALIFORNIA INDIAN LEGAL SERVICES INC,941676390,2021,12-31-2021,95814,0,0,0,0,2186940,161051,0,2347991,161051
941676390_2020,CALIFORNIA INDIAN LEGAL SERVICES INC,941676390,2020,12-31-2020,92025,0,0,0,0,2026456,18802,0,2045258,18802
953315571_2021,CASA DE AMPARO,953315571,2021,06-30-2022,92069,0,0,583861,0,7481645,2820702,242271,10886208,3404563
953315571_2020,CASA DE AMPARO,953315571,2020,06-30-2021,92069,0,0,330639,0,8632004,4259264,541051,13221907,4589903
953315571_2019,CASA DE AMPARO,953315571,2019,06-30-2020,92069,0,0,128260,0,8253706,1511144,229425,9893110,1639404
953315571_2018,CASA DE AMPARO,953315571,2018,06-30-2019,92069,0,0,119380,0,402566,1441065,319577,1963011,1560445
953315571_2017,CASA DE AMPARO,953315571,2017,06-30-2018,92069,1924,0,14888,0,5669765,1737039,408738,7423616,1753851
953315571_2016,CASA DE AMPARO,953315571,2016,06-30-2017,92069,11487,0,225830,0,222038,3348922,486662,3808277,3586239
953315571_2015,CASA DE AMPARO,953315571,2015,06-30-2016,92069,14662,0,337599,0,191203,2208953,424543,2752417,2561214
953315571_2014,CASA DE AMPARO,953315571,2014,06-30-2015,92069,21271,0,406648,0,0,1819359,526420,2247278,2247278
953315571_2013,CASA DE AMPARO,953315571,2013,06-30-2014,0,19803,0,352886,0,0,1568835,376849,1941524,1941524
330618893_2018,ESCONDIDO GARDENS HOUSING FOUNDATION,330618893,2018,12-31-2018,92127,0,0,0,0,59823,0,0,59823,0
330618893_2017,ESCONDIDO GARDENS HOUSING FOUNDATION,330618893,2017,12-31-2017,92127,0,0,0,0,59524,0,0,59524,0
330618893_2016,ESCONDIDO GARDENS HOUSING FOUNDATION,330618893,2016,12-31-2016,92127,0,0,0,0,58030,0,0,58030,0
330618893_2015,ESCONDIDO GARDENS HOUSING FOUNDATION,330618893,2015,12-31-2015,92127,0,0,0,0,56783,0,0,56783,0
330618893_2014,ESCONDIDO GARDENS HOUSING FOUNDATION,330618893,2014,12-31-2014,92127,0,0,0,0,55753,0,0,55753,0
952039198_2021,YMCA OF SAN DIEGO COUNTY,952039198,2021,06-30-2022,92123,0,0,111000,162000,122845000,8442000,517000,131560000,8715000
952039198_2020,YMCA OF SAN DIEGO COUNTY,952039198,2020,06-30-2021,92123,0,0,0,0,131804000,37728000,2305000,169532000,37728000
952039198_2019,YMCA OF SAN DIEGO COUNTY,952039198,2019,06-30-2020,92123,0,0,0,0,103823000,20816000,0,124639000,20816000
952039198_2018,YMCA OF SAN DIEGO COUNTY,952039198,2018,06-30-2019,92123,0,0,0,0,92115000,11971000,440000,104086000,11971000
952039198_2017,YMCA OF SAN DIEGO COUNTY,952039198,2017,06-30-2018,92123,0,0,0,0,79369000,15066000,0,94435000,15066000
952039198_2016,YMCA OF SAN DIEGO COUNTY,952039198,2016,06-30-2017,92123,0,0,0,0,66857000,16797000,1985000,83654000,16797000
952039198_2015,YMCA OF SAN DIEGO COUNTY,952039198,2015,06-30-2016,92123,0,0,0,0,59368000,15803000,0,75171000,15803000
952039198_2014,YMCA OF SAN DIEGO COUNTY,952039198,2014,06-30-2015,92123,0,0,0,0,52614000,12983000,731000,65597000,12983000
952039198_2013,YMCA OF SAN DIEGO COUNTY,952039198,2013,06-30-2014,0,0,0,22645000,0,45948000,0,7030000,68593000,22645000
330006089_2021,DEAF COMMUNITY SERVICES OF SAN DIEGO INC,330006089,2021,06-30-2022,92108,1801,0,0,0,1870912,70092,0,1942805,71893
330006089_2020,DEAF COMMUNITY SERVICES OF SAN DIEGO INC,330006089,2020,06-30-2021,92108,1980,0,0,0,1942352,134573,0,2078905,136553
330006089_2019,DEAF COMMUNITY SERVICES OF SAN DIEGO INC,330006089,2019,06-30-2020,92108,2787,0,0,0,2656426,144693,0,2803906,147480
330006089_2018,DEAF COMMUNITY SERVICES OF SAN DIEGO INC,330006089,2018,06-30-2019,92108,3178,0,34205,0,2111657,165828,0,2314868,203211
330006089_2017,DEAF COMMUNITY SERVICES OF SAN DIEGO INC,330006089,2017,06-30-2018,92108,2240,0,0,0,1438267,124495,0,1565002,126735
953248148_2021,COMMUNITY RESEARCH FOUNDATION INC,953248148,2021,06-30-2022,92110,0,0,0,0,74600506,24498,0,74625004,24498
953248148_2020,COMMUNITY RESEARCH FOUNDATION INC,953248148,2020,06-30-2021,92110,0,0,0,0,73708400,74747,0,73783147,74747
953248148_2019,COMMUNITY RESEARCH FOUNDATION INC,953248148,2019,06-30-2020,92110,0,0,0,0,75268724,49776,0,75318500,49776
953248148_2018,COMMUNITY RESEARCH FOUNDATION INC,953248148,2018,06-30-2019,92110,0,0,0,0,67698783,40892,0,67739675,40892
953248148_2017,COMMUNITY RESEARCH FOUNDATION INC,953248148,2017,06-30-2018,92110,0,0,0,0,60139803,45233,0,60185036,45233
953248148_2016,COMMUNITY RESEARCH FOUNDATION INC,953248148,2016,06-30-2017,92110,0,0,0,0,53517314,36320,0,53553634,36320
953248148_2015,COMMUNITY RESEARCH FOUNDATION INC,953248148,2015,06-30-2016,92110,0,0,0,0,47272420,23961,0,47296381,23961
953248148_2014,COMMUNITY RESEARCH FOUNDATION INC,953248148,2014,06-30-2015,92110,0,0,0,0,42669457,25407,0,42694864,25407
953248148_2013,COMMUNITY RESEARCH FOUNDATION INC,953248148,2013,06-30-2014,0,0,0,0,0,0,24777,0,24777,24777
953837714_2021,INTERFAITH COMMUNITY SERVICES INC,953837714,2021,06-30-2022,92025,0,0,0,0,1841932,7012518,686697,8854450,7012518
953837714_2020,INTERFAITH COMMUNITY SERVICES INC,953837714,2020,06-30-2021,92025,0,0,0,0,0,8230080,609510,8230080,8230080
953837714_2019,INTERFAITH COMMUNITY SERVICES INC,953837714,2019,06-30-2020,92025,371,0,0,0,0,7188385,840491,7188756,7188756
953837714_2018,INTERFAITH COMMUNITY SERVICES INC,953837714,2018,06-30-2019,92025,7874,0,0,0,0,4659335,931132,4667209,4667209
953837714_2017,INTERFAITH COMMUNITY SERVICES INC,953837714,2017,06-30-2018,92025,2794,0,0,0,0,6715132,859409,6717926,6717926
953837714_2016,INTERFAITH COMMUNITY SERVICES INC,953837714,2016,06-30-2017,92025,2721,0,0,0,0,8376642,790662,8379363,8379363
953837714_2015,INTERFAITH COMMUNITY SERVICES INC,953837714,2015,06-30-2016,92025,2401,0,0,0,0,4366929,635553,4369330,4369330
953837714_2014,INTERFAITH COMMUNITY SERVICES INC,953837714,2014,06-30-2015,92025,3029,0,0,0,0,4472449,665579,4475478,4475478
953837714_2013,INTERFAITH COMMUNITY SERVICES INC,953837714,2013,06-30-2014,0,6806,0,0,0,0,3613283,887487,3620089,3620089
330492304_2021,SVDP MANAGEMENT INC,330492304,2021,12-31-2021,921023332,0,0,0,0,1563590,6337890,5901007,7901480,6337890
330492304_2020,SVDP MANAGEMENT INC,330492304,2020,12-31-2020,921023332,0,0,0,0,4472823,5016886,4787018,9489709,5016886
330492304_2019,SVDP MANAGEMENT INC,330492304,2019,12-31-2019,921023332,0,0,0,0,578517,15544341,5811788,16122858,15544341
330492304_2018,SVDP MANAGEMENT INC,330492304,2018,12-31-2018,921023332,0,0,0,0,102020,2137155,2067214,2239175,2137155
330492304_2017,SVDP MANAGEMENT INC,330492304,2017,12-31-2017,921023332,0,0,0,0,279676,6295355,5923230,6575031,6295355
330492304_2016,SVDP MANAGEMENT INC,330492304,2016,12-31-2016,921023332,0,0,0,0,242055,2887758,2649029,3129813,2887758
330492304_2015,SVDP MANAGEMENT INC,330492304,2015,12-31-2015,921023332,0,0,0,0,560794,2189344,2070609,2750138,2189344
330492304_2014,SVDP MANAGEMENT INC,330492304,2014,12-31-2014,921023332,0,0,0,0,53414,4343339,3008521,4396753,4343339
330492304_2013,SVDP MANAGEMENT INC,330492304,2013,12-31-2013,0,0,0,0,0,31775,3870896,3306989,3902671,3870896
330352148_2021,URBAN CORPS OF SAN DIEGO COUNTY,330352148,2021,06-30-2022,92138,0,0,0,157000,1981922,2149303,0,4288225,2306303
330352148_2020,URBAN CORPS OF SAN DIEGO COUNTY,330352148,2020,06-30-2021,92138,0,0,0,130000,1958200,59307,0,2147507,189307
330352148_2019,URBAN CORPS OF SAN DIEGO COUNTY,330352148,2019,06-30-2020,92138,0,0,0,90000,1262411,926461,0,2278872,1016461
330352148_2018,URBAN CORPS OF SAN DIEGO COUNTY,330352148,2018,06-30-2019,92138,0,0,0,126000,533845,222315,0,882160,348315
330352148_2017,URBAN CORPS OF SAN DIEGO COUNTY,330352148,2017,06-30-2018,92138,0,0,0,129490,582820,139711,0,852021,269201
330352148_2016,URBAN CORPS OF SAN DIEGO COUNTY,330352148,2016,06-30-2017,921380156,0,0,0,0,416078,76090,3900,492168,76090
330352148_2015,URBAN CORPS OF SAN DIEGO COUNTY,330352148,2015,06-30-2016,921380156,0,0,0,0,597550,188256,0,785806,188256
330352148_2014,URBAN CORPS OF SAN DIEGO COUNTY,330352148,2014,06-30-2015,921380156,0,0,60500,0,56744,226704,0,343948,287204
330352148_2013,URBAN CORPS OF SAN DIEGO COUNTY,330352148,2013,06-30-2014,0,0,0,0,0,50000,207117,50000,257117,207117
953798088_2021,GUADALUPE PLAZA DEVELOPMENT CORPORATION,953798088,2021,12-31-2021,92127,0,0,0,0,21822,0,0,21822,0
953798088_2020,GUADALUPE PLAZA DEVELOPMENT CORPORATION,953798088,2020,12-31-2020,92127,0,0,0,0,46247,0,0,46247,0
953798088_2019,GUADALUPE PLAZA DEVELOPMENT CORPORATION,953798088,2019,12-31-2019,92127,0,0,0,0,60562,0,0,60562,0
953798088_2018,GUADALUPE PLAZA DEVELOPMENT CORPORATION,953798088,2018,12-31-2018,92127,0,0,0,0,77704,0,0,77704,0
953798088_2017,GUADALUPE PLAZA DEVELOPMENT CORPORATION,953798088,2017,12-31-2017,92127,0,0,0,0,64454,0,0,64454,0
953798088_2016,GUADALUPE PLAZA DEVELOPMENT CORPORATION,953798088,2016,12-31-2016,92127,0,0,0,0,61998,0,0,61998,0
953798088_2015,GUADALUPE PLAZA DEVELOPMENT CORPORATION,953798088,2015,12-31-2015,92127,0,0,0,0,72019,0,0,72019,0
952850121_2021,SERVING SENIORS,952850121,2021,06-30-2022,92101,0,0,129000,0,8663919,3595528,0,12388447,3724528
952850121_2020,SERVING SENIORS,952850121,2020,06-30-2021,92101,0,0,250845,0,10529880,2712201,0,13492926,2963046
952850121_2019,SERVING SENIORS,952850121,2019,06-30-2020,92101,0,0,53970,0,5623675,3947673,0,9625318,4001643
952850121_2018,SERVING SENIORS,952850121,2018,06-30-2019,92101,0,0,161620,0,4078668,2248135,124834,6488423,2409755
952850121_2017,SERVING SENIORS,952850121,2017,06-30-2018,92101,0,0,101071,0,3298204,1739118,236047,5138393,1840189
952850121_2014,SERVING SENIORS,952850121,2014,06-30-2015,92101,0,0,0,0,3260642,1926705,565000,5187347,1926705
953302967_2021,MENTAL HEALTH SYSTEMS INC,953302967,2021,06-30-2022,92123,0,0,0,0,93554678,271291,0,93825969,271291
953302967_2020,MENTAL HEALTH SYSTEMS INC,953302967,2020,06-30-2021,92123,0,0,0,0,98611907,25197,0,98637104,25197
953302967_2019,MENTAL HEALTH SYSTEMS INC,953302967,2019,06-30-2020,92123,0,0,0,0,90049407,32870,0,90082277,32870
953302967_2018,MENTAL HEALTH SYSTEMS INC,953302967,2018,06-30-2019,92123,0,0,0,0,71062143,77961,0,71140104,77961
953302967_2017,MENTAL HEALTH SYSTEMS INC,953302967,2017,06-30-2018,92123,0,0,0,0,61935444,79120,0,62014564,79120
953302967_2016,MENTAL HEALTH SYSTEMS INC,953302967,2016,06-30-2017,92123,0,0,0,0,62030562,78628,0,62109190,78628
953302967_2015,MENTAL HEALTH SYSTEMS INC,953302967,2015,06-30-2016,92123,0,0,0,0,67248615,281825,0,67530440,281825
953302967_2014,MENTAL HEALTH SYSTEMS INC,953302967,2014,06-30-2015,92123,0,0,0,0,72132439,267385,0,72399824,267385
953302967_2013,MENTAL HEALTH SYSTEMS INC,953302967,2013,06-30-2014,0,0,0,30637,0,0,109691,0,140328,140328
311750839_2020,BREAD OF LIFE RESCUE MISSION,311750839,2020,07-31-2021,38557,0,0,0,0,42794,258346,0,301140,258346
311750839_2019,BREAD OF LIFE RESCUE MISSION,311750839,2019,07-31-2020,38557,0,0,0,0,0,285706,0,285706,285706
311750839_2018,BREAD OF LIFE RESCUE MISSION,311750839,2018,07-31-2019,38557,0,0,0,0,0,300810,9720,300810,300810
311750839_2017,BREAD OF LIFE RESCUE MISSION,311750839,2017,07-31-2018,38557,0,0,0,0,0,315897,0,315897,315897
311750839_2016,BREAD OF LIFE RESCUE MISSION,311750839,2016,07-31-2017,38557,0,0,0,0,0,487088,0,487088,487088
311750839_2015,BREAD OF LIFE RESCUE MISSION,311750839,2015,07-31-2016,38557,0,0,0,0,0,338629,0,338629,338629
311750839_2014,BREAD OF LIFE RESCUE MISSION,311750839,2014,07-31-2015,38557,0,0,0,0,0,429101,20000,429101,429101
311750839_2013,BREAD OF LIFE RESCUE MISSION,311750839,2013,07-31-2014,0,0,0,0,0,0,356509,0,356509,356509
952111196_2020,ST PAULS EPISCOPAL HOME INC,952111196,2020,08-31-2021,92103,0,0,0,460593,1014136,2605006,15000,4079735,3065599
952111196_2019,ST PAULS EPISCOPAL HOME INC,952111196,2019,08-31-2020,92103,0,0,0,120352,2116459,937706,0,3174517,1058058
952111196_2018,ST PAULS EPISCOPAL HOME INC,952111196,2018,08-31-2019,92103,0,0,0,175050,5330,1620000,0,1800380,1795050
952111196_2017,ST PAULS EPISCOPAL HOME INC,952111196,2017,08-31-2018,92103,0,0,0,277177,0,263586,0,540763,540763
952111196_2016,ST PAULS EPISCOPAL HOME INC,952111196,2016,08-31-2017,92103,0,0,0,1683986,0,1718750,0,3402736,3402736
952111196_2014,ST PAULS EPISCOPAL HOME INC,952111196,2014,08-31-2015,921036522,0,0,0,503809,83178,0,0,586987,503809
952111196_2013,ST PAULS EPISCOPAL HOME INC,952111196,2013,08-31-2014,0,0,0,0,0,0,2001843,0,2001843,2001843
571214920_2021,OPERATION HOPE NORTH COUNTY INCORPORATED,571214920,2021,06-30-2022,92084,0,0,0,0,391086,481445,0,872531,481445
571214920_2020,OPERATION HOPE NORTH COUNTY INCORPORATED,571214920,2020,06-30-2021,92084,0,0,0,0,422615,692114,0,1114729,692114
571214920_2019,OPERATION HOPE NORTH COUNTY INCORPORATED,571214920,2019,06-30-2020,92084,0,0,0,0,124333,1028389,0,1152722,1028389
571214920_2017,OPERATION HOPE  VISTA INCORPORATED,571214920,2017,06-30-2018,92084,0,0,0,0,75417,539143,100296,614560,539143
571214920_2016,OPERATION HOPE  VISTA INCORPORATED,571214920,2016,06-30-2017,92084,0,0,20689,0,54430,267403,0,342522,288092
952422704_2021,ACCESS INC,952422704,2021,06-30-2022,92111,0,0,0,0,2333269,400608,0,2733877,400608
952422704_2020,ACCESS INC,952422704,2020,06-30-2021,92111,0,0,0,0,2479269,346767,0,2826036,346767
952422704_2019,ACCESS,952422704,2019,06-30-2020,92111,0,0,0,0,3237974,54220,0,3292194,54220
952422704_2018,ACCESS INC,952422704,2018,06-30-2019,92111,0,0,0,0,3128388,155665,0,3284053,155665
952422704_2017,ACCESS INC,952422704,2017,06-30-2018,92111,0,0,0,0,2983795,229551,0,3213346,229551
952422704_2016,ACCESS INC,952422704,2016,06-30-2017,92111,0,0,0,0,3075472,205477,0,3280949,205477
952422704_2015,ACCESS INC,952422704,2015,06-30-2016,92111,0,0,0,0,2146844,142987,0,2289831,142987
952422704_2014,ACCESS INC,952422704,2014,06-30-2015,92111,0,0,0,0,1945811,158587,0,2104398,158587
952422704_2013,ACCESS INC,952422704,2013,06-30-2014,0,0,0,0,0,1846857,11901,0,1858758,11901
953368020_2021,KIKU GARDENS INC,953368020,2021,06-30-2022,91911,0,0,0,0,0,1600,0,1600,1600
953368020_2020,KIKU GARDENS INC,953368020,2020,06-30-2021,91911,0,0,0,0,0,500,0,500,500
953368020_2019,KIKU GARDENS INC,953368020,2019,06-30-2020,91911,0,0,0,0,0,1375,0,1375,1375
953368020_2018,KIKU GARDENS INC,953368020,2018,06-30-2019,91911,0,0,0,0,0,4500,0,4500,4500
953368020_2017,KIKU GARDENS INC,953368020,2017,06-30-2018,91911,0,0,0,0,0,1301200,0,1301200,1301200
953368020_2016,KIKU GARDENS INC,953368020,2016,06-30-2017,91911,0,0,0,0,0,0,0,0,0
953368020_2015,KIKU GARDENS INC,953368020,2015,06-30-2016,91911,0,0,1125,0,0,160,0,1285,1285
953368020_2014,KIKU GARDENS INC,953368020,2014,06-30-2015,91911,0,0,0,0,0,0,0,0,0
952880426_2021,ELDERHELP OF SAN DIEGO,952880426,2021,06-30-2022,92123,0,0,105366,0,451724,791373,10245,1348463,896739
952880426_2020,ELDERHELP OF SAN DIEGO,952880426,2020,06-30-2021,92123,0,0,109324,0,574130,1219917,37648,1903371,1329241
952880426_2019,ELDERHELP OF SAN DIEGO,952880426,2019,06-30-2020,92123,0,0,51009,0,318368,1075276,34594,1444653,1126285
952880426_2018,ELDERHELP OF SAN DIEGO,952880426,2018,06-30-2019,92123,0,0,53375,0,313363,762231,37263,1128969,815606
952880426_2016,ELDERHELP OF SAN DIEGO,952880426,2016,06-30-2017,92123,0,0,42430,0,357117,1052228,0,1451775,1094658
952880426_2015,ELDERHELP OF SAN DIEGO,952880426,2015,06-30-2016,92123,0,0,40155,0,345108,916212,0,1301475,956367
952880426_2014,ELDERHELP OF SAN DIEGO INC,952880426,2014,06-30-2015,92120,0,0,26324,0,262646,721974,0,1010944,748298
952880426_2013,ELDERHELP OF SAN DIEGO INC,952880426,2013,06-30-2014,0,0,0,41574,0,260872,591028,1890,893474,632602
237161267_2021,SOUTHERN CALIFORNIA TRIBAL CHAIRMENS ASSOCIATION,237161267,2021,03-31-2022,92082,0,0,0,0,19481149,5513833,142150,24994982,5513833
237161267_2020,SOUTHERN CALIFORNIA TRIBAL CHAIRMENS ASSOCIATION,237161267,2020,03-31-2021,92082,0,0,0,0,15254349,4040759,83169,19295108,4040759
237161267_2019,SOUTHERN CALIFORNIA TRIBAL CHAIRMENS ASSOCIATION,237161267,2019,03-31-2020,92082,0,0,0,0,16187588,3801316,109457,19988904,3801316
237161267_2018,SOUTHERN CALIFORNIA TRIBAL CHAIRMENS ASSOCIATION,237161267,2018,03-31-2019,92082,0,0,0,0,15031002,3433623,159069,18464625,3433623
237161267_2017,SOUTHERN CALIFORNIA TRIBAL CHAIRMENS ASSOCIATION,237161267,2017,03-31-2018,92082,0,0,0,0,14642740,3301262,142164,17944002,3301262
237161267_2016,SOUTHERN CALIFORNIA TRIBAL CHAIRMENS ASSOCIATION,237161267,2016,03-31-2017,92082,0,0,0,0,14998644,2860730,138656,17859374,2860730
237161267_2015,SOUTHERN CALIFORNIA TRIBAL CHAIRMENS ASSOCIATION,237161267,2015,03-31-2016,92082,0,0,0,0,15121712,2746407,137017,17868119,2746407
237161267_2014,SOUTHERN CALIFORNIA TRIBAL CHAIRMENS ASSOCIATION,237161267,2014,03-31-2015,92082,0,0,0,0,14582040,2690773,136381,17272813,2690773
237161267_2013,SOUTHERN CALIFORNIA TRIBAL CHAIRMENS ASSOCIATION,237161267,2013,03-31-2014,0,0,0,0,0,14784217,2782242,136516,17566459,2782242
331146733_2022,THINK DIGNITY,331146733,2022,12-31-2022,92104,0,0,63722,0,213571,256658,19922,533951,320380
331146733_2021,THINK DIGNITY,331146733,2021,12-31-2021,92104,0,0,45695,0,189346,273056,63404,508097,318751
331146733_2020,THINK DIGNITY,331146733,2020,12-31-2020,92104,0,0,0,0,217312,305452,37406,522764,305452
331146733_2019,THINK DIGNITY,331146733,2019,12-31-2019,92104,0,0,48628,0,129001,125440,43807,303069,174068
331146733_2018,THINK DIGNITY,331146733,2018,12-31-2018,92104,0,0,33682,0,114747,324226,25426,472655,357908
331146733_2017,THINK DIGNITY,331146733,2017,12-31-2017,92104,0,4925,15100,0,106172,255771,0,381968,275796
331146733_2016,THINK DIGNITY,331146733,2016,12-31-2016,92104,0,3445,20231,0,121084,114551,11272,259311,138227
331146733_2014,GIRLS THINK TANK,331146733,2014,12-31-2014,92101,0,8885,0,0,0,94368,0,103253,103253
822363154_2021,VOICES OF OUR CITY CHOIR INC,822363154,2021,12-31-2021,92112,0,0,0,0,98522,524278,17583,622800,524278
822363154_2020,VOICES OF OUR CITY CHOIR INC,822363154,2020,12-31-2020,92112,0,0,0,0,70500,330590,0,401090,330590
822363154_2019,VOICES OF OUR CITY CHOIR INC,822363154,2019,12-31-2019,92112,0,0,0,0,0,237154,0,237154,237154
270447059_2021,DREAMS FOR CHANGE INC,270447059,2021,12-31-2021,92176,0,0,0,0,845519,229074,0,1074593,229074
270447059_2020,DREAMS FOR CHANGE INC,270447059,2020,12-31-2020,92176,0,0,0,0,717584,434903,0,1152487,434903
270447059_2019,DREAMS FOR CHANGE,270447059,2019,12-31-2019,92176,0,0,0,0,600504,421536,0,1022040,421536
270447059_2018,DREAMS FOR CHANGE,270447059,2018,12-31-2018,92176,0,0,0,0,345041,492397,0,837438,492397
270447059_2017,DREAMS FOR CHANGE,270447059,2017,12-31-2017,92176,0,0,0,0,13723,589875,0,603598,589875
270447059_2016,DREAMS FOR CHANGE,270447059,2016,12-31-2016,92176,0,0,0,0,0,367905,0,367905,367905
270447059_2015,DREAMS FOR CHANGE,270447059,2015,12-31-2015,92176,0,0,0,0,0,363988,0,363988,363988
270447059_2014,DREAMS FOR CHANGE,270447059,2014,12-31-2014,92176,0,0,0,0,0,206298,0,206298,206298
270447059_2013,DREAMS FOR CHANGE,270447059,2013,12-31-2013,0,0,0,0,0,23051,82706,0,105757,82706
330553704_2021,SAN DIEGO EAST COUNTY CHAMBER FDN,330553704,2021,06-30-2022,92020,0,0,0,0,0,9025,0,9025,9025
330553704_2020,SAN DIEGO EAST COUNTY CHAMBER FDN,330553704,2020,06-30-2021,92020,0,0,0,0,0,26081,0,26081,26081
330553704_2019,SAN DIEGO EAST COUNTY CHAMBER FDN,330553704,2019,06-30-2020,92020,0,0,0,0,7000,270323,0,277323,270323
951644024_2020,JEWISH FAMILY SERVICE OF SAN DIEGO,951644024,2020,06-30-2021,92123,0,0,72703,7303371,21236898,13159624,247272,41772596,20535698
951644024_2019,JEWISH FAMILY SERVICE OF SAN DIEGO,951644024,2019,06-30-2020,92123,0,0,8530,2200000,16665713,12516117,122210,31390360,14724647
951644024_2018,JEWISH FAMILY SERVICE OF SAN DIEGO,951644024,2018,06-30-2019,92123,0,0,382685,2042808,11727667,15812839,126480,29965999,18238332
951644024_2017,JEWISH FAMILY SERVICE OF SAN DIEGO,951644024,2017,06-30-2018,92123,0,0,291286,1531126,7074276,7917964,286966,16814652,9740376
951644024_2016,JEWISH FAMILY SERVICE OF SAN DIEGO,951644024,2016,06-30-2017,92123,158030,0,223371,100000,8064950,7980152,118276,16526503,8461553
951644024_2015,JEWISH FAMILY SERVICE OF SAN DIEGO,951644024,2015,06-30-2016,92123,0,0,88548,70000,7628861,6851622,149927,14639031,7010170
951644024_2014,JEWISH FAMILY SERVICE OF SAN DIEGO,951644024,2014,06-30-2015,92123,0,0,249428,50000,7072121,6723581,175948,14095130,7023009
951644024_2013,JEWISH FAMILY SERVICE OF SAN DIEGO,951644024,2013,06-30-2014,0,0,0,131648,1159200,6741356,7313739,140200,15345943,8604587
237334012_2020,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012,2020,06-30-2021,92112,9190,0,0,0,11606920,4238141,0,15854251,4247331
